x	y	z	ts
-0,560000	-0,700000	0,210000	2021-05-18T22:07:37:195
-0,840000	-0,840000	0,070000	2021-05-18T22:07:37:208
0,280000	-0,840000	-0,140000	2021-05-18T22:07:37:231
1,050000	-0,770000	-0,210000	2021-05-18T22:07:37:248
1,120000	-0,910000	-0,350000	2021-05-18T22:07:37:272
0,560000	-1,050000	-0,280000	2021-05-18T22:07:37:288
-0,140000	-1,330000	-0,280000	2021-05-18T22:07:37:311
-0,490000	-1,400000	-0,350000	2021-05-18T22:07:37:328
-0,560000	-1,470000	-0,280000	2021-05-18T22:07:37:352
-0,910000	-1,820000	-0,280000	2021-05-18T22:07:37:369
-0,770000	-2,170000	-0,420000	2021-05-18T22:07:37:391
-0,350000	-1,890000	-0,350000	2021-05-18T22:07:37:408
-0,280000	-2,100000	-0,420000	2021-05-18T22:07:37:432
-1,610000	-2,520000	-0,420000	2021-05-18T22:07:37:448
-2,870000	-3,010000	0,210000	2021-05-18T22:07:37:471
-1,470000	-2,450000	0,070000	2021-05-18T22:07:37:489
-0,280000	-1,750000	-0,560000	2021-05-18T22:07:37:512
1,680000	-1,330000	-0,910000	2021-05-18T22:07:37:528
1,750000	-1,120000	-0,630000	2021-05-18T22:07:37:551
-0,910000	-1,820000	-0,910000	2021-05-18T22:07:37:569
-2,100000	-1,820000	-0,700000	2021-05-18T22:07:37:592
-2,100000	-1,470000	-0,420000	2021-05-18T22:07:37:609
-0,420000	-1,120000	-0,210000	2021-05-18T22:07:37:632
-0,070000	-0,980000	-0,280000	2021-05-18T22:07:37:648
-0,630000	-1,190000	-0,490000	2021-05-18T22:07:37:672
-0,630000	-1,120000	-0,210000	2021-05-18T22:07:37:689
-1,610000	-1,050000	-0,490000	2021-05-18T22:07:37:711
-0,420000	-0,770000	-0,700000	2021-05-18T22:07:37:728
1,190000	-0,560000	-0,490000	2021-05-18T22:07:37:752
0,700000	-0,980000	-0,560000	2021-05-18T22:07:37:769
0,700000	-1,260000	-0,630000	2021-05-18T22:07:37:791
-1,050000	-1,820000	-0,490000	2021-05-18T22:07:37:809
-2,940000	-2,520000	-0,700000	2021-05-18T22:07:37:833
-3,710000	-2,870000	-0,560000	2021-05-18T22:07:37:849
-4,970000	-3,290000	-0,630000	2021-05-18T22:07:37:871
-4,690000	-3,150000	-0,560000	2021-05-18T22:07:37:889
-4,340000	-3,010000	-0,210000	2021-05-18T22:07:37:912
-3,430000	-3,010000	1,960000	2021-05-18T22:07:37:929
-4,620000	-2,100000	0,420000	2021-05-18T22:07:37:952
-4,620000	-1,680000	0,280000	2021-05-18T22:07:37:970
-4,270000	-0,350000	0,420000	2021-05-18T22:07:37:992
-2,100000	0,910000	0,910000	2021-05-18T22:07:38:11
-0,840000	1,680000	1,120000	2021-05-18T22:07:38:32
-0,210000	1,540000	0,840000	2021-05-18T22:07:38:49
-0,280000	1,260000	0,700000	2021-05-18T22:07:38:74
-0,350000	0,840000	0,700000	2021-05-18T22:07:38:89
-0,420000	0,140000	0,420000	2021-05-18T22:07:38:122
-0,980000	-0,840000	0,070000	2021-05-18T22:07:38:129
-1,190000	-1,470000	-0,140000	2021-05-18T22:07:38:152
-1,610000	-1,680000	0,070000	2021-05-18T22:07:38:170
-2,590000	-1,610000	0,070000	2021-05-18T22:07:38:190
-2,450000	-1,540000	0,210000	2021-05-18T22:07:38:209
-2,310000	-1,610000	-0,140000	2021-05-18T22:07:38:233
-1,820000	-1,820000	-0,350000	2021-05-18T22:07:38:249
-2,450000	-2,310000	-0,490000	2021-05-18T22:07:38:273
-3,080000	-2,380000	-0,560000	2021-05-18T22:07:38:289
-3,640000	-1,960000	-0,280000	2021-05-18T22:07:38:313
-3,920000	-1,260000	0,280000	2021-05-18T22:07:38:329
-3,220000	-0,560000	0,490000	2021-05-18T22:07:38:351
-1,820000	0,140000	0,700000	2021-05-18T22:07:38:370
-1,610000	0,140000	0,350000	2021-05-18T22:07:38:392
-1,540000	0,140000	0,350000	2021-05-18T22:07:38:411
-1,610000	-0,140000	-0,070000	2021-05-18T22:07:38:432
-0,560000	-0,210000	0,070000	2021-05-18T22:07:38:449
-0,630000	-0,490000	0,070000	2021-05-18T22:07:38:474
-1,050000	-0,770000	-0,140000	2021-05-18T22:07:38:490
