light_level	ts
36,000000	2021-05-18T22:07:38:12
32,000000	2021-05-18T22:07:39:14
32,000000	2021-05-18T22:07:40:13
40,000000	2021-05-18T22:07:41:13
52,000000	2021-05-18T22:07:42:15
52,000000	2021-05-18T22:07:43:16
52,000000	2021-05-18T22:07:44:17
52,000000	2021-05-18T22:07:45:17
56,000000	2021-05-18T22:07:46:18
52,000000	2021-05-18T22:07:47:19
52,000000	2021-05-18T22:07:48:20
52,000000	2021-05-18T22:07:49:21
56,000000	2021-05-18T22:07:50:22
52,000000	2021-05-18T22:07:51:23
52,000000	2021-05-18T22:07:52:24
52,000000	2021-05-18T22:07:53:25
56,000000	2021-05-18T22:07:54:26
52,000000	2021-05-18T22:07:55:26
52,000000	2021-05-18T22:07:56:28
52,000000	2021-05-18T22:07:57:29
52,000000	2021-05-18T22:07:58:30
52,000000	2021-05-18T22:07:59:31
52,000000	2021-05-18T22:08:00:32
52,000000	2021-05-18T22:08:01:33
52,000000	2021-05-18T22:08:02:34
52,000000	2021-05-18T22:08:03:34
52,000000	2021-05-18T22:08:04:36
52,000000	2021-05-18T22:08:05:37
52,000000	2021-05-18T22:08:06:38
52,000000	2021-05-18T22:08:07:38
52,000000	2021-05-18T22:08:08:40
52,000000	2021-05-18T22:08:09:41
52,000000	2021-05-18T22:08:10:41
52,000000	2021-05-18T22:08:11:42
52,000000	2021-05-18T22:08:12:43
52,000000	2021-05-18T22:08:13:44
52,000000	2021-05-18T22:08:14:45
52,000000	2021-05-18T22:08:15:46
8,000000	2021-05-18T22:08:16:48
48,000000	2021-05-18T22:08:17:49
48,000000	2021-05-18T22:08:18:50
48,000000	2021-05-18T22:08:19:52
44,000000	2021-05-18T22:08:20:52
44,000000	2021-05-18T22:08:21:52
44,000000	2021-05-18T22:08:22:53
48,000000	2021-05-18T22:08:23:54
44,000000	2021-05-18T22:08:24:56
44,000000	2021-05-18T22:08:25:56
48,000000	2021-05-18T22:08:26:57
44,000000	2021-05-18T22:08:27:57
44,000000	2021-05-18T22:08:28:59
44,000000	2021-05-18T22:08:29:60
44,000000	2021-05-18T22:08:30:61
44,000000	2021-05-18T22:08:31:62
44,000000	2021-05-18T22:08:32:64
48,000000	2021-05-18T22:08:33:65
48,000000	2021-05-18T22:08:34:66
44,000000	2021-05-18T22:08:35:67
24,000000	2021-05-18T22:08:36:68
0,000000	2021-05-18T22:08:37:69
0,000000	2021-05-18T22:08:38:69
0,000000	2021-05-18T22:08:39:71
0,000000	2021-05-18T22:08:40:70
0,000000	2021-05-18T22:08:41:72
0,000000	2021-05-18T22:08:42:72
0,000000	2021-05-18T22:08:43:74
0,000000	2021-05-18T22:08:44:74
0,000000	2021-05-18T22:08:45:76
0,000000	2021-05-18T22:08:46:77
0,000000	2021-05-18T22:08:47:78
0,000000	2021-05-18T22:08:48:78
0,000000	2021-05-18T22:08:49:80
0,000000	2021-05-18T22:08:50:81
0,000000	2021-05-18T22:08:51:82
0,000000	2021-05-18T22:08:52:82
0,000000	2021-05-18T22:08:53:84
0,000000	2021-05-18T22:08:54:85
0,000000	2021-05-18T22:08:55:85
0,000000	2021-05-18T22:08:56:86
44,000000	2021-05-18T22:08:57:88
48,000000	2021-05-18T22:08:58:88
48,000000	2021-05-18T22:08:59:89
48,000000	2021-05-18T22:09:00:102
48,000000	2021-05-18T22:09:01:91
48,000000	2021-05-18T22:09:02:94
48,000000	2021-05-18T22:09:03:94
48,000000	2021-05-18T22:09:04:94
48,000000	2021-05-18T22:09:05:95
48,000000	2021-05-18T22:09:06:96
48,000000	2021-05-18T22:09:07:98
48,000000	2021-05-18T22:09:08:98
44,000000	2021-05-18T22:09:09:100
48,000000	2021-05-18T22:09:10:100
48,000000	2021-05-18T22:09:11:99
