v1	v2	v3	v4	ts
986,884644	221,853241	22,459999	986,895264	2021-05-18T22:07:38:13
986,886353	221,840027	22,469999	986,901611	2021-05-18T22:07:39:14
986,889282	221,813614	22,500000	986,915771	2021-05-18T22:07:40:13
986,890381	221,803040	22,510000	986,900635	2021-05-18T22:07:41:14
986,888306	221,821533	22,539999	986,870117	2021-05-18T22:07:42:16
986,888367	221,821533	22,549999	986,888672	2021-05-18T22:07:43:17
986,886719	221,834747	22,570000	986,871582	2021-05-18T22:07:44:18
986,885986	221,842682	22,600000	986,879639	2021-05-18T22:07:45:18
986,883728	221,861176	22,609999	986,863037	2021-05-18T22:07:46:19
986,875610	221,929871	22,629999	986,802734	2021-05-18T22:07:47:19
986,876282	221,924591	22,660000	986,881836	2021-05-18T22:07:48:21
986,880066	221,892883	22,670000	986,913574	2021-05-18T22:07:49:21
986,883850	221,858536	22,689999	986,918213	2021-05-18T22:07:50:23
986,881775	221,877029	22,699999	986,863037	2021-05-18T22:07:51:24
986,880371	221,890228	22,709999	986,867676	2021-05-18T22:07:52:24
986,880676	221,887589	22,730000	986,883057	2021-05-18T22:07:53:26
986,879639	221,895523	22,740000	986,870361	2021-05-18T22:07:54:26
986,880249	221,890228	22,760000	986,885986	2021-05-18T22:07:55:27
986,882202	221,874374	22,769999	986,899658	2021-05-18T22:07:56:28
986,883118	221,866455	22,789999	986,891357	2021-05-18T22:07:57:30
986,883545	221,861176	22,799999	986,887695	2021-05-18T22:07:58:30
986,881714	221,877029	22,820000	986,864990	2021-05-18T22:07:59:31
986,879639	221,895523	22,840000	986,860596	2021-05-18T22:08:00:33
986,878052	221,908737	22,850000	986,863770	2021-05-18T22:08:01:34
986,874390	221,940445	22,869999	986,841309	2021-05-18T22:08:02:34
986,871582	221,964218	22,879999	986,846191	2021-05-18T22:08:03:35
986,872375	221,956299	22,889999	986,879395	2021-05-18T22:08:04:37
986,876282	221,924591	22,910000	986,911377	2021-05-18T22:08:05:47
986,877136	221,916656	22,920000	986,884521	2021-05-18T22:08:06:38
986,876160	221,924591	22,930000	986,867432	2021-05-18T22:08:07:39
986,874390	221,940445	22,939999	986,858398	2021-05-18T22:08:08:41
986,876221	221,924591	22,959999	986,892334	2021-05-18T22:08:09:41
986,875183	221,932510	22,969999	986,865479	2021-05-18T22:08:10:42
986,877502	221,914017	22,980000	986,898438	2021-05-18T22:08:11:43
986,878967	221,900803	22,990000	986,892090	2021-05-18T22:08:12:44
986,879456	221,898163	23,010000	986,883789	2021-05-18T22:08:13:45
986,879333	221,898163	23,019999	986,878662	2021-05-18T22:08:14:46
986,878235	221,908737	23,029999	986,868164	2021-05-18T22:08:15:47
986,871094	221,969498	23,039999	986,807129	2021-05-18T22:08:16:49
986,872559	221,956299	23,049999	986,885498	2021-05-18T22:08:17:50
986,875854	221,927231	23,070000	986,905518	2021-05-18T22:08:18:51
