v1	v2	v3	v4	ts
87,000000	0,000000	733,000000	0,000000	2021-05-18T22:32:37:296
87,000000	0,000000	722,000000	0,000000	2021-05-18T22:32:37:377
87,000000	0,000000	722,000000	0,000000	2021-05-18T22:32:37:456
87,000000	0,000000	722,000000	0,000000	2021-05-18T22:32:37:537
87,000000	0,000000	722,000000	0,000000	2021-05-18T22:32:37:615
87,000000	0,000000	722,000000	0,000000	2021-05-18T22:32:37:697
87,000000	0,000000	722,000000	0,000000	2021-05-18T22:32:37:777
87,000000	0,000000	722,000000	0,000000	2021-05-18T22:32:37:857
87,000000	0,000000	722,000000	0,000000	2021-05-18T22:32:37:937
87,000000	0,000000	722,000000	0,000000	2021-05-18T22:32:38:17
87,000000	0,000000	722,000000	0,000000	2021-05-18T22:32:38:97
87,000000	0,000000	693,000000	0,000000	2021-05-18T22:32:38:178
87,000000	0,000000	693,000000	0,000000	2021-05-18T22:32:38:257
87,000000	0,000000	693,000000	0,000000	2021-05-18T22:32:38:338
87,000000	0,000000	693,000000	0,000000	2021-05-18T22:32:38:417
87,000000	0,000000	693,000000	0,000000	2021-05-18T22:32:38:497
87,000000	0,000000	693,000000	0,000000	2021-05-18T22:32:38:578
87,000000	0,000000	693,000000	0,000000	2021-05-18T22:32:38:658
87,000000	0,000000	693,000000	0,000000	2021-05-18T22:32:38:737
87,000000	0,000000	693,000000	0,000000	2021-05-18T22:32:38:817
87,000000	0,000000	693,000000	0,000000	2021-05-18T22:32:38:897
87,000000	0,000000	718,000000	0,000000	2021-05-18T22:32:38:978
87,000000	0,000000	718,000000	0,000000	2021-05-18T22:32:39:58
87,000000	0,000000	718,000000	0,000000	2021-05-18T22:32:39:138
87,000000	0,000000	718,000000	0,000000	2021-05-18T22:32:39:218
87,000000	0,000000	718,000000	0,000000	2021-05-18T22:32:39:299
87,000000	0,000000	718,000000	0,000000	2021-05-18T22:32:39:378
86,000000	0,000000	718,000000	0,000000	2021-05-18T22:32:39:458
