1621080690.000000, 1621080690.000000, 1621080690.000000
32.000000, 32.000000, 32.000000
0,-64,8
1,-64,8
0,-65,8
1,-64,8
0,-64,8
1,-64,8
0,-65,8
0,-64,8
1,-64,8
0,-64,8
0,-65,8
0,-65,8
0,-65,8
1,-65,8
0,-65,8
0,-64,8
1,-65,8
0,-64,8
1,-65,8
0,-65,8
1,-64,8
0,-65,8
1,-65,8
1,-64,8
1,-64,8
0,-65,8
1,-64,8
0,-64,8
0,-65,8
0,-64,8
0,-65,8
1,-64,8
0,-64,8
0,-64,8
1,-64,8
0,-65,8
1,-65,8
0,-65,8
0,-64,8
0,-64,8
1,-64,8
0,-63,8
0,-64,8
1,-65,8
0,-64,8
0,-65,8
1,-65,8
0,-64,8
1,-65,8
1,-64,8
1,-65,8
1,-65,8
1,-64,8
1,-64,8
1,-64,8
1,-65,8
1,-64,8
1,-64,8
1,-65,8
0,-65,8
1,-65,8
0,-65,8
0,-64,8
1,-65,8
0,-64,8
0,-65,8
1,-65,8
0,-65,8
1,-65,8
0,-64,8
0,-64,8
1,-65,8
1,-64,8
0,-64,8
1,-64,8
0,-64,8
1,-64,8
1,-64,8
0,-64,8
0,-64,8
1,-64,8
0,-64,8
1,-64,8
1,-64,8
0,-64,8
1,-65,8
0,-64,8
0,-65,8
1,-64,8
1,-65,8
0,-64,8
1,-65,8
0,-65,8
1,-64,8
1,-65,8
0,-65,8
1,-65,8
0,-64,8
0,-64,8
1,-64,8
0,-65,8
0,-64,8
1,-64,8
0,-65,8
0,-64,8
1,-65,8
1,-65,8
1,-65,8
1,-64,8
0,-65,8
1,-64,8
1,-64,8
1,-64,8
0,-65,8
1,-65,8
0,-64,8
1,-65,8
1,-64,8
0,-65,8
1,-65,8
1,-64,8
1,-65,8
1,-64,8
0,-64,8
0,-64,8
1,-65,8
0,-65,8
0,-64,8
1,-64,8
0,-65,8
1,-64,8
1,-64,8
0,-65,8
1,-65,8
0,-64,8
0,-64,8
1,-64,8
1,-64,8
0,-64,8
1,-64,8
0,-65,8
0,-65,8
1,-64,8
0,-64,8
1,-65,8
1,-65,8
0,-65,8
1,-64,8
1,-64,8
0,-65,8
1,-64,8
0,-65,8
0,-65,8
1,-64,8
1,-64,8
0,-64,8
0,-64,8
1,-65,8
0,-65,8
0,-64,8
1,-65,8
1,-65,8
1,-64,8
0,-64,8
0,-65,8
1,-64,8
0,-65,8
1,-65,8
0,-65,8
0,-65,8
0,-64,8
0,-65,8
0,-64,8
1,-65,8
0,-65,8
1,-65,8
1,-65,8
1,-64,8
0,-64,8
0,-64,8
0,-65,8
1,-65,8
1,-65,8
0,-64,8
1,-65,8
1,-64,8
1,-64,8
1,-65,8
0,-65,8
0,-65,8
1,-64,8
1,-65,8
0,-64,8
0,-65,8
1,-64,8
1,-65,8
0,-64,8
1,-64,8
1,-65,8
1,-65,8
0,-65,8
1,-65,8
1,-64,8
1,-64,8
1,-65,8
1,-64,8
1,-64,8
1,-65,8
0,-64,8
1,-64,8
1,-64,8
1,-64,8
0,-64,8
0,-64,8
0,-65,8
1,-64,8
0,-64,8
0,-65,8
1,-65,8
1,-65,8
0,-64,8
1,-64,8
1,-65,8
1,-64,8
1,-65,8
1,-64,8
1,-64,8
0,-64,8
0,-64,8
0,-65,8
1,-65,8
1,-64,8
1,-64,8
1,-64,8
1,-64,8
1,-65,8
0,-65,8
0,-64,8
1,-64,8
0,-65,8
1,-65,8
1,-65,8
0,-65,8
0,-64,8
1,-64,8
0,-65,8
1,-65,8
1,-65,8
1,-64,8
1,-65,8
0,-65,8
0,-65,8
0,-64,8
0,-65,8
0,-65,8
1,-64,8
1,-65,8
1,-64,8
1,-64,8
0,-64,8
1,-65,8
0,-64,8
0,-64,8
1,-64,8
1,-65,8
1,-64,8
1,-65,8
0,-64,8
0,-64,8
1,-65,8
1,-65,8
1,-65,8
1,-65,8
0,-65,8
0,-64,8
1,-64,8
1,-65,8
0,-65,8
1,-64,8
0,-64,8
0,-64,8
0,-64,8
0,-65,8
0,-64,8
1,-64,8
1,-65,8
0,-64,8
0,-65,8
0,-64,8
0,-64,8
0,-64,8
0,-65,8
0,-65,8
0,-64,8
1,-64,8
1,-64,8
1,-64,8
0,-64,8
1,-65,8
0,-65,8
1,-64,8
0,-64,8
0,-65,8
0,-64,8
1,-64,8
1,-65,8
0,-64,8
1,-64,8
1,-65,8
1,-65,8
0,-64,8
1,-65,8
1,-65,8
1,-64,8
0,-64,8
0,-64,8
1,-65,8
1,-64,8
1,-65,8
1,-64,8
1,-65,8
1,-65,8
1,-65,8
0,-65,8
0,-64,8
0,-65,8
0,-64,8
1,-65,8
1,-64,8
1,-64,8
0,-64,8
1,-65,8
1,-64,8
0,-64,8
1,-64,8
0,-64,8
1,-64,8
0,-65,8
1,-64,8
1,-64,8
0,-64,8
0,-64,8
1,-64,8
1,-64,8
1,-65,8
1,-64,8
0,-65,8
0,-65,8
1,-64,8
0,-65,8
1,-64,8
1,-64,8
1,-65,8
0,-65,8
1,-64,8
1,-64,8
1,-64,8
0,-64,8
0,-65,8
0,-64,8
0,-64,8
1,-65,8
1,-65,8
1,-65,8
0,-64,8
0,-65,8
0,-64,8
0,-65,8
1,-64,8
1,-65,8
0,-65,8
1,-65,8
1,-65,8
0,-64,8
0,-65,8
1,-64,8
1,-64,8
0,-65,8
1,-64,8
0,-64,8
0,-64,8
1,-65,8
0,-64,8
0,-64,8
1,-64,8
0,-65,8
1,-65,8
1,-64,8
1,-65,8
1,-64,8
0,-65,8
1,-64,8
0,-64,8
1,-65,8
0,-65,8
0,-64,8
1,-65,8
0,-65,8
1,-65,8
1,-64,8
0,-65,8
1,-65,8
0,-64,8
1,-65,8
1,-64,8
1,-64,8
0,-64,8
1,-65,8
0,-65,8
0,-64,8
