v1	v2	v3	v4	ts
986,875061	221,935150	26,820000	986,858643	2021-05-18T22:27:38:192
986,876160	221,924591	26,820000	986,885742	2021-05-18T22:27:39:199
986,875671	221,929871	26,820000	986,870850	2021-05-18T22:27:40:185
986,876343	221,924591	26,820000	986,882324	2021-05-18T22:27:41:185
986,875854	221,927231	26,820000	986,871826	2021-05-18T22:27:42:186
986,879272	221,898163	26,820000	986,910400	2021-05-18T22:27:43:187
986,881653	221,877029	26,820000	986,902832	2021-05-18T22:27:44:188
986,881165	221,882309	26,820000	986,876465	2021-05-18T22:27:45:189
986,878357	221,906082	26,820000	986,852783	2021-05-18T22:27:46:190
986,880188	221,890228	26,830000	986,896484	2021-05-18T22:27:47:191
986,871948	221,961578	26,820000	986,797852	2021-05-18T22:27:48:195
986,867126	222,001205	26,830000	986,823730	2021-05-18T22:27:49:194
986,870483	221,972153	26,830000	986,900146	2021-05-18T22:27:50:194
986,871704	221,964218	26,830000	986,882812	2021-05-18T22:27:51:196
986,870911	221,969498	26,830000	986,863525	2021-05-18T22:27:52:197
986,871887	221,961578	26,830000	986,881104	2021-05-18T22:27:53:198
986,875122	221,935150	26,830000	986,904053	2021-05-18T22:27:54:199
986,875671	221,929871	26,830000	986,880859	2021-05-18T22:27:55:200
986,875183	221,932510	26,830000	986,870605	2021-05-18T22:27:56:211
986,874756	221,937790	26,830000	986,871094	2021-05-18T22:27:57:211
986,876038	221,927231	26,840000	986,887695	2021-05-18T22:27:58:267
986,877136	221,916656	26,830000	986,886719	2021-05-18T22:27:59:204
986,877930	221,911377	26,830000	986,885254	2021-05-18T22:28:00:204
986,878479	221,906082	26,840000	986,883301	2021-05-18T22:28:01:206
986,881165	221,882309	26,840000	986,905029	2021-05-18T22:28:02:206
986,882751	221,869095	26,840000	986,896729	2021-05-18T22:28:03:209
986,884155	221,858536	26,840000	986,896973	2021-05-18T22:28:04:209
986,883606	221,861176	26,840000	986,878174	2021-05-18T22:28:05:209
986,883728	221,861176	26,840000	986,884277	2021-05-18T22:28:06:210
986,882446	221,871735	26,840000	986,871094	2021-05-18T22:28:07:211
986,881470	221,879669	26,840000	986,872803	2021-05-18T22:28:08:212
986,880310	221,890228	26,849998	986,869629	2021-05-18T22:28:09:213
986,877441	221,914017	26,840000	986,851318	2021-05-18T22:28:10:214
986,879639	221,895523	26,840000	986,899414	2021-05-18T22:28:11:215
986,879089	221,900803	26,840000	986,874023	2021-05-18T22:28:12:221
986,879395	221,898163	26,840000	986,882324	2021-05-18T22:28:13:465
986,878662	221,903442	26,840000	986,872314	2021-05-18T22:28:14:218
986,875854	221,927231	26,840000	986,850098	2021-05-18T22:28:15:219
986,876343	221,924591	26,849998	986,881104	2021-05-18T22:28:16:221
986,879150	221,900803	26,859999	986,904541	2021-05-18T22:28:17:224
986,878967	221,900803	26,849998	986,877197	2021-05-18T22:28:18:222
986,880432	221,890228	26,859999	986,893799	2021-05-18T22:28:19:223
986,880859	221,884949	26,849998	986,884277	2021-05-18T22:28:20:224
986,881775	221,877029	26,859999	986,890137	2021-05-18T22:28:21:225
986,882080	221,874374	26,859999	986,884277	2021-05-18T22:28:22:226
986,879211	221,898163	26,859999	986,853271	2021-05-18T22:28:23:227
986,878845	221,903442	26,859999	986,875488	2021-05-18T22:28:24:228
986,879395	221,898163	26,859999	986,884277	2021-05-18T22:28:25:229
986,874573	221,937790	26,859999	986,831543	2021-05-18T22:28:26:230
986,875366	221,932510	26,859999	986,882812	2021-05-18T22:28:27:230
986,878479	221,906082	26,849998	986,906250	2021-05-18T22:28:28:267
986,878601	221,903442	26,859999	986,879883	2021-05-18T22:28:29:232
986,878967	221,900803	26,859999	986,881836	2021-05-18T22:28:30:233
986,879639	221,895523	26,859999	986,885986	2021-05-18T22:28:31:234
986,884216	221,855881	26,869999	986,925293	2021-05-18T22:28:32:235
986,885376	221,847961	26,869999	986,895508	2021-05-18T22:28:33:236
986,886108	221,840027	26,869999	986,892578	2021-05-18T22:28:34:237
986,884094	221,858536	26,869999	986,865967	2021-05-18T22:28:35:238
986,883728	221,861176	26,869999	986,880127	2021-05-18T22:28:36:239
986,882263	221,874374	26,879999	986,869385	2021-05-18T22:28:37:240
986,882263	221,874374	26,869999	986,882080	2021-05-18T22:28:38:241
986,880188	221,890228	26,869999	986,861328	2021-05-18T22:28:39:243
986,880920	221,884949	26,879999	986,887451	2021-05-18T22:28:40:243
986,879456	221,898163	26,869999	986,865967	2021-05-18T22:28:41:244
986,878662	221,903442	26,869999	986,871582	2021-05-18T22:28:42:245
986,878723	221,903442	26,869999	986,878906	2021-05-18T22:28:43:246
986,877075	221,916656	26,869999	986,861816	2021-05-18T22:28:44:246
986,875732	221,929871	26,879999	986,864014	2021-05-18T22:28:45:247
986,875793	221,927231	26,869999	986,876709	2021-05-18T22:28:46:249
986,879578	221,895523	26,869999	986,914062	2021-05-18T22:28:47:250
986,877258	221,916656	26,869999	986,856201	2021-05-18T22:28:48:259
986,879944	221,892883	26,879999	986,904297	2021-05-18T22:28:49:253
986,881775	221,877029	26,879999	986,897705	2021-05-18T22:28:50:254
986,883850	221,858536	26,879999	986,902344	2021-05-18T22:28:51:254
986,883667	221,861176	26,879999	986,882324	2021-05-18T22:28:52:256
986,883789	221,861176	26,879999	986,885254	2021-05-18T22:28:53:257
986,884338	221,855881	26,869999	986,889404	2021-05-18T22:28:54:258
986,884399	221,855881	26,879999	986,885254	2021-05-18T22:28:55:258
986,883362	221,863815	26,869999	986,874023	2021-05-18T22:28:56:258
986,885498	221,845322	26,879999	986,904785	2021-05-18T22:28:57:259
986,886719	221,834747	26,869999	986,897705	2021-05-18T22:28:58:261
986,885010	221,850601	26,869999	986,869873	2021-05-18T22:28:59:271
986,886414	221,837387	26,869999	986,899414	2021-05-18T22:29:00:262
986,886780	221,834747	26,869999	986,890137	2021-05-18T22:29:01:264
986,883362	221,863815	26,869999	986,852783	2021-05-18T22:29:02:264
986,881653	221,877029	26,869999	986,865967	2021-05-18T22:29:03:264
986,883972	221,858536	26,869999	986,904541	2021-05-18T22:29:04:266
986,886353	221,840027	26,869999	986,907715	2021-05-18T22:29:05:275
986,885132	221,847961	26,869999	986,874023	2021-05-18T22:29:06:269
986,887634	221,826828	26,869999	986,910156	2021-05-18T22:29:07:270
986,883423	221,863815	26,869999	986,845703	2021-05-18T22:29:08:270
986,884460	221,855881	26,869999	986,893555	2021-05-18T22:29:09:271
986,885864	221,842682	26,869999	986,898438	2021-05-18T22:29:10:273
986,886902	221,834747	26,859999	986,895996	2021-05-18T22:29:11:273
986,886292	221,840027	26,859999	986,881104	2021-05-18T22:29:12:274
986,885071	221,850601	26,869999	986,874268	2021-05-18T22:29:13:275
986,888306	221,821533	26,869999	986,917236	2021-05-18T22:29:14:276
986,886230	221,840027	26,859999	986,867676	2021-05-18T22:29:15:287
986,884033	221,858536	26,859999	986,864502	2021-05-18T22:29:16:278
986,887695	221,826828	26,869999	986,920654	2021-05-18T22:29:17:279
986,889648	221,810974	26,859999	986,907227	2021-05-18T22:29:18:290
986,890808	221,800400	26,859999	986,901123	2021-05-18T22:29:19:281
986,893127	221,781906	26,859999	986,913574	2021-05-18T22:29:20:282
986,894165	221,771332	26,859999	986,903320	2021-05-18T22:29:21:283
986,893005	221,781906	26,859999	986,882812	2021-05-18T22:29:22:284
986,893372	221,779266	26,859999	986,896484	2021-05-18T22:29:23:285
986,896912	221,750198	26,849998	986,928223	2021-05-18T22:29:24:286
986,895325	221,763412	26,859999	986,880615	2021-05-18T22:29:25:294
986,892639	221,784546	26,859999	986,868652	2021-05-18T22:29:26:288
986,889893	221,808319	26,849998	986,864990	2021-05-18T22:29:27:289
986,890137	221,805679	26,849998	986,892578	2021-05-18T22:29:28:299
986,890198	221,805679	26,849998	986,890625	2021-05-18T22:29:29:290
