light_intensity	ts
2097152,000000	2021-05-18T22:02:38:66
2097152,000000	2021-05-18T22:02:38:74
2148668,000000	2021-05-18T22:02:38:91
2148687,000000	2021-05-18T22:02:38:96
2148681,000000	2021-05-18T22:02:38:100
2148592,000000	2021-05-18T22:02:38:105
2148634,000000	2021-05-18T22:02:38:108
2148695,000000	2021-05-18T22:02:38:110
2148646,000000	2021-05-18T22:02:38:112
2148714,000000	2021-05-18T22:02:38:115
2148648,000000	2021-05-18T22:02:38:138
2119769,000000	2021-05-18T22:02:38:142
2119802,000000	2021-05-18T22:02:38:151
2119788,000000	2021-05-18T22:02:38:231
2119845,000000	2021-05-18T22:02:38:238
2119786,000000	2021-05-18T22:02:38:241
2107689,000000	2021-05-18T22:02:38:252
2107603,000000	2021-05-18T22:02:38:256
2107684,000000	2021-05-18T22:02:38:295
2107695,000000	2021-05-18T22:02:38:335
2107604,000000	2021-05-18T22:02:38:375
2124100,000000	2021-05-18T22:02:38:415
2124174,000000	2021-05-18T22:02:38:455
2124145,000000	2021-05-18T22:02:38:498
2124130,000000	2021-05-18T22:02:38:538
2124093,000000	2021-05-18T22:02:38:578
2124140,000000	2021-05-18T22:02:38:619
2124083,000000	2021-05-18T22:02:38:660
2124087,000000	2021-05-18T22:02:38:699
2124259,000000	2021-05-18T22:02:38:740
2124220,000000	2021-05-18T22:02:38:780
2124095,000000	2021-05-18T22:02:38:820
2124205,000000	2021-05-18T22:02:38:860
2124106,000000	2021-05-18T22:02:38:900
2124029,000000	2021-05-18T22:02:38:939
2124048,000000	2021-05-18T22:02:38:980
2124008,000000	2021-05-18T22:02:39:20
2124050,000000	2021-05-18T22:02:39:60
2124111,000000	2021-05-18T22:02:39:99
2124051,000000	2021-05-18T22:02:39:140
2124075,000000	2021-05-18T22:02:39:180
2124003,000000	2021-05-18T22:02:39:220
2124189,000000	2021-05-18T22:02:39:260
2124110,000000	2021-05-18T22:02:39:300
2123973,000000	2021-05-18T22:02:39:339
2124106,000000	2021-05-18T22:02:39:381
2124226,000000	2021-05-18T22:02:39:420
2124008,000000	2021-05-18T22:02:39:460
2124066,000000	2021-05-18T22:02:39:500
2124160,000000	2021-05-18T22:02:39:541
2124171,000000	2021-05-18T22:02:39:580
2124108,000000	2021-05-18T22:02:39:619
2124020,000000	2021-05-18T22:02:39:660
2123988,000000	2021-05-18T22:02:39:700
2124047,000000	2021-05-18T22:02:39:740
2123915,000000	2021-05-18T22:02:39:781
2124033,000000	2021-05-18T22:02:39:821
2124014,000000	2021-05-18T22:02:39:861
2124012,000000	2021-05-18T22:02:39:901
2124024,000000	2021-05-18T22:02:39:941
2123940,000000	2021-05-18T22:02:39:981
2124122,000000	2021-05-18T22:02:40:21
2124021,000000	2021-05-18T22:02:40:61
2124021,000000	2021-05-18T22:02:40:101
2124019,000000	2021-05-18T22:02:40:141
2124009,000000	2021-05-18T22:02:40:180
2124121,000000	2021-05-18T22:02:40:219
2124028,000000	2021-05-18T22:02:40:260
2123992,000000	2021-05-18T22:02:40:300
2123978,000000	2021-05-18T22:02:40:341
2124003,000000	2021-05-18T22:02:40:380
2123972,000000	2021-05-18T22:02:40:421
2123932,000000	2021-05-18T22:02:40:460
2123985,000000	2021-05-18T22:02:40:500
2123923,000000	2021-05-18T22:02:40:540
2123965,000000	2021-05-18T22:02:40:581
2123954,000000	2021-05-18T22:02:40:621
2124147,000000	2021-05-18T22:02:40:661
2123966,000000	2021-05-18T22:02:40:700
2123969,000000	2021-05-18T22:02:40:741
2123926,000000	2021-05-18T22:02:40:782
2123970,000000	2021-05-18T22:02:40:823
2123927,000000	2021-05-18T22:02:40:862
2123892,000000	2021-05-18T22:02:40:903
2123964,000000	2021-05-18T22:02:40:944
2123952,000000	2021-05-18T22:02:40:983
2123940,000000	2021-05-18T22:02:41:21
2124128,000000	2021-05-18T22:02:41:62
2123958,000000	2021-05-18T22:02:41:100
2123989,000000	2021-05-18T22:02:41:139
2124027,000000	2021-05-18T22:02:41:180
2124037,000000	2021-05-18T22:02:41:220
2124172,000000	2021-05-18T22:02:41:271
2124038,000000	2021-05-18T22:02:41:307
2123930,000000	2021-05-18T22:02:41:344
2123979,000000	2021-05-18T22:02:41:381
2124075,000000	2021-05-18T22:02:41:421
2123855,000000	2021-05-18T22:02:41:462
2123974,000000	2021-05-18T22:02:41:501
2124144,000000	2021-05-18T22:02:41:542
2123904,000000	2021-05-18T22:02:41:582
2123997,000000	2021-05-18T22:02:41:622
2123918,000000	2021-05-18T22:02:41:662
2124116,000000	2021-05-18T22:02:41:702
2123970,000000	2021-05-18T22:02:41:742
2123950,000000	2021-05-18T22:02:41:783
2123937,000000	2021-05-18T22:02:41:822
2123883,000000	2021-05-18T22:02:41:863
2124158,000000	2021-05-18T22:02:41:902
2123910,000000	2021-05-18T22:02:41:943
2123855,000000	2021-05-18T22:02:41:983
2123844,000000	2021-05-18T22:02:42:23
2123904,000000	2021-05-18T22:02:42:62
2123951,000000	2021-05-18T22:02:42:103
2123931,000000	2021-05-18T22:02:42:142
2124025,000000	2021-05-18T22:02:42:183
2123885,000000	2021-05-18T22:02:42:222
2124096,000000	2021-05-18T22:02:42:263
2123954,000000	2021-05-18T22:02:42:302
2124094,000000	2021-05-18T22:02:42:343
2123947,000000	2021-05-18T22:02:42:383
2124049,000000	2021-05-18T22:02:42:424
2123959,000000	2021-05-18T22:02:42:463
2124031,000000	2021-05-18T22:02:42:504
2123920,000000	2021-05-18T22:02:42:543
2123904,000000	2021-05-18T22:02:42:584
2123975,000000	2021-05-18T22:02:42:624
2123901,000000	2021-05-18T22:02:42:664
2123885,000000	2021-05-18T22:02:42:703
2123857,000000	2021-05-18T22:02:42:744
2123985,000000	2021-05-18T22:02:42:784
2124080,000000	2021-05-18T22:02:42:823
2123977,000000	2021-05-18T22:02:42:864
2124001,000000	2021-05-18T22:02:42:903
2123908,000000	2021-05-18T22:02:42:943
2123897,000000	2021-05-18T22:02:42:985
2123856,000000	2021-05-18T22:02:43:29
2123964,000000	2021-05-18T22:02:43:64
2124002,000000	2021-05-18T22:02:43:104
2123938,000000	2021-05-18T22:02:43:146
2123870,000000	2021-05-18T22:02:43:192
2123884,000000	2021-05-18T22:02:43:224
2124145,000000	2021-05-18T22:02:43:265
2123889,000000	2021-05-18T22:02:43:305
2123855,000000	2021-05-18T22:02:43:345
2123866,000000	2021-05-18T22:02:43:384
2124063,000000	2021-05-18T22:02:43:424
2123871,000000	2021-05-18T22:02:43:465
2123828,000000	2021-05-18T22:02:43:504
2123924,000000	2021-05-18T22:02:43:544
2123872,000000	2021-05-18T22:02:43:585
2123838,000000	2021-05-18T22:02:43:625
2123825,000000	2021-05-18T22:02:43:665
2123938,000000	2021-05-18T22:02:43:706
2124003,000000	2021-05-18T22:02:43:745
2123969,000000	2021-05-18T22:02:43:786
2123849,000000	2021-05-18T22:02:43:825
2123789,000000	2021-05-18T22:02:43:866
2123949,000000	2021-05-18T22:02:43:904
2123848,000000	2021-05-18T22:02:43:946
2123830,000000	2021-05-18T22:02:43:985
2123932,000000	2021-05-18T22:02:44:25
2123866,000000	2021-05-18T22:02:44:65
2123853,000000	2021-05-18T22:02:44:105
2123936,000000	2021-05-18T22:02:44:145
2123944,000000	2021-05-18T22:02:44:186
2123891,000000	2021-05-18T22:02:44:225
2123932,000000	2021-05-18T22:02:44:267
2123817,000000	2021-05-18T22:02:44:305
2123935,000000	2021-05-18T22:02:44:345
2124016,000000	2021-05-18T22:02:44:385
2123797,000000	2021-05-18T22:02:44:426
2123839,000000	2021-05-18T22:02:44:465
2124014,000000	2021-05-18T22:02:44:506
2123876,000000	2021-05-18T22:02:44:545
2123887,000000	2021-05-18T22:02:44:587
2123976,000000	2021-05-18T22:02:44:625
2123816,000000	2021-05-18T22:02:44:667
2123861,000000	2021-05-18T22:02:44:705
2124019,000000	2021-05-18T22:02:44:747
2123818,000000	2021-05-18T22:02:44:785
2123834,000000	2021-05-18T22:02:44:827
2123938,000000	2021-05-18T22:02:44:865
2124012,000000	2021-05-18T22:02:44:906
2123863,000000	2021-05-18T22:02:44:945
2124003,000000	2021-05-18T22:02:44:987
2123923,000000	2021-05-18T22:02:45:25
2123855,000000	2021-05-18T22:02:45:67
2123991,000000	2021-05-18T22:02:45:105
2123875,000000	2021-05-18T22:02:45:147
2123863,000000	2021-05-18T22:02:45:186
2123983,000000	2021-05-18T22:02:45:227
2123792,000000	2021-05-18T22:02:45:267
2124020,000000	2021-05-18T22:02:45:307
2123899,000000	2021-05-18T22:02:45:346
2123966,000000	2021-05-18T22:02:45:387
2123832,000000	2021-05-18T22:02:45:426
2123830,000000	2021-05-18T22:02:45:467
2124022,000000	2021-05-18T22:02:45:506
2123811,000000	2021-05-18T22:02:45:548
2123965,000000	2021-05-18T22:02:45:586
2123985,000000	2021-05-18T22:02:45:628
2123890,000000	2021-05-18T22:02:45:666
2123757,000000	2021-05-18T22:02:45:708
2123832,000000	2021-05-18T22:02:45:747
2123925,000000	2021-05-18T22:02:45:788
2123770,000000	2021-05-18T22:02:45:826
2123827,000000	2021-05-18T22:02:45:868
2123924,000000	2021-05-18T22:02:45:906
2123788,000000	2021-05-18T22:02:45:949
2123867,000000	2021-05-18T22:02:45:987
2123876,000000	2021-05-18T22:02:46:28
2123785,000000	2021-05-18T22:02:46:67
2123995,000000	2021-05-18T22:02:46:108
2123958,000000	2021-05-18T22:02:46:147
2123856,000000	2021-05-18T22:02:46:188
2123835,000000	2021-05-18T22:02:46:227
2123827,000000	2021-05-18T22:02:46:268
2123797,000000	2021-05-18T22:02:46:307
2123813,000000	2021-05-18T22:02:46:348
2123962,000000	2021-05-18T22:02:46:387
2123868,000000	2021-05-18T22:02:46:429
2123876,000000	2021-05-18T22:02:46:468
2123827,000000	2021-05-18T22:02:46:507
2123989,000000	2021-05-18T22:02:46:547
2123939,000000	2021-05-18T22:02:46:589
2123785,000000	2021-05-18T22:02:46:627
2123989,000000	2021-05-18T22:02:46:668
2123779,000000	2021-05-18T22:02:46:708
2123822,000000	2021-05-18T22:02:46:749
2123780,000000	2021-05-18T22:02:46:788
2123754,000000	2021-05-18T22:02:46:829
2123753,000000	2021-05-18T22:02:46:868
2124025,000000	2021-05-18T22:02:46:908
2123961,000000	2021-05-18T22:02:46:948
2123748,000000	2021-05-18T22:02:46:989
2123713,000000	2021-05-18T22:02:47:28
2123820,000000	2021-05-18T22:02:47:69
2123917,000000	2021-05-18T22:02:47:108
2123857,000000	2021-05-18T22:02:47:150
2123929,000000	2021-05-18T22:02:47:188
2123755,000000	2021-05-18T22:02:47:229
2123842,000000	2021-05-18T22:02:47:268
2123796,000000	2021-05-18T22:02:47:310
2123913,000000	2021-05-18T22:02:47:348
2123728,000000	2021-05-18T22:02:47:389
2123776,000000	2021-05-18T22:02:47:428
2123774,000000	2021-05-18T22:02:47:469
2123780,000000	2021-05-18T22:02:47:509
2123793,000000	2021-05-18T22:02:47:550
2123879,000000	2021-05-18T22:02:47:589
2123935,000000	2021-05-18T22:02:47:629
2123768,000000	2021-05-18T22:02:47:669
2123834,000000	2021-05-18T22:02:47:709
2123795,000000	2021-05-18T22:02:47:749
2123948,000000	2021-05-18T22:02:47:790
2124012,000000	2021-05-18T22:02:47:829
2123711,000000	2021-05-18T22:02:47:870
2123782,000000	2021-05-18T22:02:47:909
2123768,000000	2021-05-18T22:02:47:950
2124013,000000	2021-05-18T22:02:47:989
2123724,000000	2021-05-18T22:02:48:30
2123759,000000	2021-05-18T22:02:48:69
2123711,000000	2021-05-18T22:02:48:109
2123952,000000	2021-05-18T22:02:48:149
2123921,000000	2021-05-18T22:02:48:198
2123686,000000	2021-05-18T22:02:48:228
2123845,000000	2021-05-18T22:02:48:271
2123912,000000	2021-05-18T22:02:48:309
2123732,000000	2021-05-18T22:02:48:350
2123951,000000	2021-05-18T22:02:48:389
2123710,000000	2021-05-18T22:02:48:430
2123765,000000	2021-05-18T22:02:48:469
2123826,000000	2021-05-18T22:02:48:510
2123807,000000	2021-05-18T22:02:48:549
2123893,000000	2021-05-18T22:02:48:602
2123749,000000	2021-05-18T22:02:48:629
2123746,000000	2021-05-18T22:02:48:671
2123857,000000	2021-05-18T22:02:48:709
2123725,000000	2021-05-18T22:02:48:752
2123786,000000	2021-05-18T22:02:48:789
2123987,000000	2021-05-18T22:02:48:831
2123894,000000	2021-05-18T22:02:48:869
2123830,000000	2021-05-18T22:02:48:910
2123920,000000	2021-05-18T22:02:48:948
2123821,000000	2021-05-18T22:02:48:991
2123958,000000	2021-05-18T22:02:49:29
2123750,000000	2021-05-18T22:02:49:71
2123757,000000	2021-05-18T22:02:49:109
2123927,000000	2021-05-18T22:02:49:150
2123745,000000	2021-05-18T22:02:49:190
2123930,000000	2021-05-18T22:02:49:231
2123688,000000	2021-05-18T22:02:49:271
2123863,000000	2021-05-18T22:02:49:311
2123860,000000	2021-05-18T22:02:49:350
2123726,000000	2021-05-18T22:02:49:392
2123940,000000	2021-05-18T22:02:49:430
2123671,000000	2021-05-18T22:02:49:471
2123787,000000	2021-05-18T22:02:49:510
2123891,000000	2021-05-18T22:02:49:552
2123777,000000	2021-05-18T22:02:49:590
2123767,000000	2021-05-18T22:02:49:631
2123983,000000	2021-05-18T22:02:49:670
2123730,000000	2021-05-18T22:02:49:712
2123774,000000	2021-05-18T22:02:49:750
2123854,000000	2021-05-18T22:02:49:792
2123797,000000	2021-05-18T22:02:49:841
2123957,000000	2021-05-18T22:02:49:872
2123693,000000	2021-05-18T22:02:49:910
2123785,000000	2021-05-18T22:02:49:952
2123904,000000	2021-05-18T22:02:49:990
2123823,000000	2021-05-18T22:02:50:32
2123696,000000	2021-05-18T22:02:50:71
2123741,000000	2021-05-18T22:02:50:111
2123871,000000	2021-05-18T22:02:50:151
2123845,000000	2021-05-18T22:02:50:192
2123730,000000	2021-05-18T22:02:50:230
2123764,000000	2021-05-18T22:02:50:273
2123871,000000	2021-05-18T22:02:50:311
2123720,000000	2021-05-18T22:02:50:352
2123864,000000	2021-05-18T22:02:50:391
2123942,000000	2021-05-18T22:02:50:432
2123915,000000	2021-05-18T22:02:50:471
2123829,000000	2021-05-18T22:02:50:512
2123811,000000	2021-05-18T22:02:50:551
2123745,000000	2021-05-18T22:02:50:593
2123800,000000	2021-05-18T22:02:50:631
2123765,000000	2021-05-18T22:02:50:673
2123747,000000	2021-05-18T22:02:50:711
2123763,000000	2021-05-18T22:02:50:753
2123751,000000	2021-05-18T22:02:50:792
2123733,000000	2021-05-18T22:02:50:833
2123773,000000	2021-05-18T22:02:50:872
2123875,000000	2021-05-18T22:02:50:913
2123632,000000	2021-05-18T22:02:50:951
2123754,000000	2021-05-18T22:02:50:993
2124003,000000	2021-05-18T22:02:51:32
2123784,000000	2021-05-18T22:02:51:73
2123870,000000	2021-05-18T22:02:51:112
2123771,000000	2021-05-18T22:02:51:153
2123928,000000	2021-05-18T22:02:51:192
2123707,000000	2021-05-18T22:02:51:233
2123898,000000	2021-05-18T22:02:51:272
2123879,000000	2021-05-18T22:02:51:313
2123672,000000	2021-05-18T22:02:51:463
2123674,000000	2021-05-18T22:02:51:472
2123727,000000	2021-05-18T22:02:51:473
2123738,000000	2021-05-18T22:02:51:494
2123837,000000	2021-05-18T22:02:51:512
2123801,000000	2021-05-18T22:02:51:551
2123748,000000	2021-05-18T22:02:51:592
2123749,000000	2021-05-18T22:02:51:638
2123695,000000	2021-05-18T22:02:51:672
2123917,000000	2021-05-18T22:02:51:714
2123875,000000	2021-05-18T22:02:51:753
2123870,000000	2021-05-18T22:02:51:793
2123702,000000	2021-05-18T22:02:51:843
2123717,000000	2021-05-18T22:02:51:873
2123886,000000	2021-05-18T22:02:51:939
2123656,000000	2021-05-18T22:02:51:957
2123792,000000	2021-05-18T22:02:51:993
2123771,000000	2021-05-18T22:02:52:34
2123718,000000	2021-05-18T22:02:52:73
2123918,000000	2021-05-18T22:02:52:114
2123869,000000	2021-05-18T22:02:52:153
2123781,000000	2021-05-18T22:02:52:193
2123807,000000	2021-05-18T22:02:52:233
2123702,000000	2021-05-18T22:02:52:274
2123810,000000	2021-05-18T22:02:52:313
2123683,000000	2021-05-18T22:02:52:353
2123881,000000	2021-05-18T22:02:52:393
2123653,000000	2021-05-18T22:02:52:433
2123921,000000	2021-05-18T22:02:52:473
2123676,000000	2021-05-18T22:02:52:513
2123886,000000	2021-05-18T22:02:52:553
2123687,000000	2021-05-18T22:02:52:595
2123810,000000	2021-05-18T22:02:52:633
2123733,000000	2021-05-18T22:02:52:674
2123861,000000	2021-05-18T22:02:52:713
2123687,000000	2021-05-18T22:02:52:754
2123628,000000	2021-05-18T22:02:52:793
2123731,000000	2021-05-18T22:02:52:833
2124012,000000	2021-05-18T22:02:52:872
2123859,000000	2021-05-18T22:02:52:915
2123695,000000	2021-05-18T22:02:52:954
2123753,000000	2021-05-18T22:02:52:995
2123840,000000	2021-05-18T22:02:53:33
2123877,000000	2021-05-18T22:02:53:75
2123726,000000	2021-05-18T22:02:53:113
2123677,000000	2021-05-18T22:02:53:166
2123886,000000	2021-05-18T22:02:53:194
2123734,000000	2021-05-18T22:02:53:235
2123679,000000	2021-05-18T22:02:53:273
2123905,000000	2021-05-18T22:02:53:315
2123849,000000	2021-05-18T22:02:53:353
2123792,000000	2021-05-18T22:02:53:395
2123689,000000	2021-05-18T22:02:53:434
2123790,000000	2021-05-18T22:02:53:475
2123834,000000	2021-05-18T22:02:53:513
2123708,000000	2021-05-18T22:02:53:555
2123861,000000	2021-05-18T22:02:53:595
2123722,000000	2021-05-18T22:02:53:637
2123707,000000	2021-05-18T22:02:53:674
2123785,000000	2021-05-18T22:02:53:716
2123728,000000	2021-05-18T22:02:53:754
2123818,000000	2021-05-18T22:02:53:796
2123691,000000	2021-05-18T22:02:53:834
2123818,000000	2021-05-18T22:02:53:876
2123757,000000	2021-05-18T22:02:53:914
2123787,000000	2021-05-18T22:02:53:956
2123921,000000	2021-05-18T22:02:53:995
2123712,000000	2021-05-18T22:02:54:36
2123759,000000	2021-05-18T22:02:54:74
2123720,000000	2021-05-18T22:02:54:116
2123928,000000	2021-05-18T22:02:54:156
2123710,000000	2021-05-18T22:02:54:196
2123641,000000	2021-05-18T22:02:54:234
2123714,000000	2021-05-18T22:02:54:276
2123725,000000	2021-05-18T22:02:54:315
2123660,000000	2021-05-18T22:02:54:356
2123790,000000	2021-05-18T22:02:54:396
2123644,000000	2021-05-18T22:02:54:436
2123895,000000	2021-05-18T22:02:54:474
2123777,000000	2021-05-18T22:02:54:516
2123718,000000	2021-05-18T22:02:54:554
2123688,000000	2021-05-18T22:02:54:596
2123741,000000	2021-05-18T22:02:54:635
2123742,000000	2021-05-18T22:02:54:676
2123770,000000	2021-05-18T22:02:54:714
2123702,000000	2021-05-18T22:02:54:756
2123825,000000	2021-05-18T22:02:54:795
2123629,000000	2021-05-18T22:02:54:835
2123782,000000	2021-05-18T22:02:54:875
2123681,000000	2021-05-18T22:02:54:917
2123833,000000	2021-05-18T22:02:54:955
2123842,000000	2021-05-18T22:02:54:997
2123718,000000	2021-05-18T22:02:55:35
2123669,000000	2021-05-18T22:02:55:76
2123827,000000	2021-05-18T22:02:55:115
2123684,000000	2021-05-18T22:02:55:157
2123896,000000	2021-05-18T22:02:55:196
2123707,000000	2021-05-18T22:02:55:237
2123720,000000	2021-05-18T22:02:55:275
2123797,000000	2021-05-18T22:02:55:316
2123645,000000	2021-05-18T22:02:55:356
2123797,000000	2021-05-18T22:02:55:397
2123716,000000	2021-05-18T22:02:55:435
2123900,000000	2021-05-18T22:02:55:477
2123689,000000	2021-05-18T22:02:55:516
2123858,000000	2021-05-18T22:02:55:557
2123721,000000	2021-05-18T22:02:55:596
2123882,000000	2021-05-18T22:02:55:637
2123745,000000	2021-05-18T22:02:55:676
2123659,000000	2021-05-18T22:02:55:717
2123733,000000	2021-05-18T22:02:55:756
2123666,000000	2021-05-18T22:02:55:797
2123832,000000	2021-05-18T22:02:55:836
2123641,000000	2021-05-18T22:02:55:877
2123834,000000	2021-05-18T22:02:55:917
2123844,000000	2021-05-18T22:02:55:957
2123678,000000	2021-05-18T22:02:55:996
2123831,000000	2021-05-18T22:02:56:37
2123639,000000	2021-05-18T22:02:56:76
2123815,000000	2021-05-18T22:02:56:118
2123751,000000	2021-05-18T22:02:56:157
2123648,000000	2021-05-18T22:02:56:197
2123764,000000	2021-05-18T22:02:56:236
2123816,000000	2021-05-18T22:02:56:278
2123692,000000	2021-05-18T22:02:56:317
2123730,000000	2021-05-18T22:02:56:358
2123917,000000	2021-05-18T22:02:56:397
2123661,000000	2021-05-18T22:02:56:438
2123793,000000	2021-05-18T22:02:56:475
2123807,000000	2021-05-18T22:02:56:518
2123684,000000	2021-05-18T22:02:56:557
2123745,000000	2021-05-18T22:02:56:597
2123659,000000	2021-05-18T22:02:56:637
2123755,000000	2021-05-18T22:02:56:678
2123651,000000	2021-05-18T22:02:56:717
2123855,000000	2021-05-18T22:02:56:757
2123662,000000	2021-05-18T22:02:56:796
2123759,000000	2021-05-18T22:02:56:838
2123741,000000	2021-05-18T22:02:56:877
2123826,000000	2021-05-18T22:02:56:917
2123713,000000	2021-05-18T22:02:56:958
2123785,000000	2021-05-18T22:02:56:998
2123738,000000	2021-05-18T22:02:57:37
2123671,000000	2021-05-18T22:02:57:78
2123828,000000	2021-05-18T22:02:57:116
2123716,000000	2021-05-18T22:02:57:160
2123858,000000	2021-05-18T22:02:57:197
2123635,000000	2021-05-18T22:02:57:239
2123773,000000	2021-05-18T22:02:57:276
2123709,000000	2021-05-18T22:02:57:318
2123771,000000	2021-05-18T22:02:57:357
2123750,000000	2021-05-18T22:02:57:399
2123806,000000	2021-05-18T22:02:57:437
2123829,000000	2021-05-18T22:02:57:479
2123719,000000	2021-05-18T22:02:57:517
2123622,000000	2021-05-18T22:02:57:560
2123672,000000	2021-05-18T22:02:57:597
2123929,000000	2021-05-18T22:02:57:639
2123669,000000	2021-05-18T22:02:57:677
2123809,000000	2021-05-18T22:02:57:719
2123735,000000	2021-05-18T22:02:57:758
2123736,000000	2021-05-18T22:02:57:799
2123892,000000	2021-05-18T22:02:57:837
2123735,000000	2021-05-18T22:02:57:879
2123729,000000	2021-05-18T22:02:57:917
2123813,000000	2021-05-18T22:02:57:959
2123685,000000	2021-05-18T22:02:57:998
2123674,000000	2021-05-18T22:02:58:40
2123751,000000	2021-05-18T22:02:58:78
2123682,000000	2021-05-18T22:02:58:120
2123825,000000	2021-05-18T22:02:58:161
2123695,000000	2021-05-18T22:02:58:199
2123850,000000	2021-05-18T22:02:58:238
2123577,000000	2021-05-18T22:02:58:279
2123791,000000	2021-05-18T22:02:58:318
2123689,000000	2021-05-18T22:02:58:360
2123633,000000	2021-05-18T22:02:58:398
2123794,000000	2021-05-18T22:02:58:439
2123727,000000	2021-05-18T22:02:58:478
2123674,000000	2021-05-18T22:02:58:520
2123621,000000	2021-05-18T22:02:58:558
2123689,000000	2021-05-18T22:02:58:601
2123615,000000	2021-05-18T22:02:58:638
2123681,000000	2021-05-18T22:02:58:681
2123753,000000	2021-05-18T22:02:58:719
2123676,000000	2021-05-18T22:02:58:760
2123725,000000	2021-05-18T22:02:58:799
2123646,000000	2021-05-18T22:02:58:841
2123713,000000	2021-05-18T22:02:58:878
2123646,000000	2021-05-18T22:02:58:920
2123671,000000	2021-05-18T22:02:58:959
2123850,000000	2021-05-18T22:02:59:0
2123670,000000	2021-05-18T22:02:59:40
2123694,000000	2021-05-18T22:02:59:81
2123826,000000	2021-05-18T22:02:59:119
2123722,000000	2021-05-18T22:02:59:161
2123719,000000	2021-05-18T22:02:59:200
2123845,000000	2021-05-18T22:02:59:240
2123732,000000	2021-05-18T22:02:59:279
2123879,000000	2021-05-18T22:02:59:320
2123738,000000	2021-05-18T22:02:59:359
2123801,000000	2021-05-18T22:02:59:401
2123682,000000	2021-05-18T22:02:59:440
2123776,000000	2021-05-18T22:02:59:481
2123761,000000	2021-05-18T22:02:59:520
2123796,000000	2021-05-18T22:02:59:561
2123604,000000	2021-05-18T22:02:59:599
2123795,000000	2021-05-18T22:02:59:641
2123649,000000	2021-05-18T22:02:59:680
2123751,000000	2021-05-18T22:02:59:721
2123728,000000	2021-05-18T22:02:59:760
2123800,000000	2021-05-18T22:02:59:802
2123694,000000	2021-05-18T22:02:59:839
2123720,000000	2021-05-18T22:02:59:881
2123672,000000	2021-05-18T22:02:59:920
2123540,000000	2021-05-18T22:02:59:961
2123708,000000	2021-05-18T22:03:00:1
2123896,000000	2021-05-18T22:03:00:41
2123658,000000	2021-05-18T22:03:00:80
2123766,000000	2021-05-18T22:03:00:121
2123693,000000	2021-05-18T22:03:00:160
2123870,000000	2021-05-18T22:03:00:202
2123727,000000	2021-05-18T22:03:00:240
2123670,000000	2021-05-18T22:03:00:282
2123808,000000	2021-05-18T22:03:00:320
2123664,000000	2021-05-18T22:03:00:362
2123626,000000	2021-05-18T22:03:00:401
2123697,000000	2021-05-18T22:03:00:441
2123794,000000	2021-05-18T22:03:00:481
2123858,000000	2021-05-18T22:03:00:522
2123690,000000	2021-05-18T22:03:00:561
2123767,000000	2021-05-18T22:03:00:601
2123703,000000	2021-05-18T22:03:00:641
