light_intensity	ts
2585175,000000	2021-05-18T22:17:37:221
2585659,000000	2021-05-18T22:17:37:257
2587061,000000	2021-05-18T22:17:37:297
2583742,000000	2021-05-18T22:17:37:336
2577643,000000	2021-05-18T22:17:37:378
2575389,000000	2021-05-18T22:17:37:416
2572031,000000	2021-05-18T22:17:37:458
2572498,000000	2021-05-18T22:17:37:497
2571411,000000	2021-05-18T22:17:37:537
2572107,000000	2021-05-18T22:17:37:577
2569884,000000	2021-05-18T22:17:37:618
2569958,000000	2021-05-18T22:17:37:657
2568102,000000	2021-05-18T22:17:37:700
2569129,000000	2021-05-18T22:17:37:737
2568605,000000	2021-05-18T22:17:37:778
2569536,000000	2021-05-18T22:17:37:817
2570245,000000	2021-05-18T22:17:37:858
2571209,000000	2021-05-18T22:17:37:897
2572931,000000	2021-05-18T22:17:37:939
2574330,000000	2021-05-18T22:17:37:977
2575129,000000	2021-05-18T22:17:38:19
2574603,000000	2021-05-18T22:17:38:57
2568608,000000	2021-05-18T22:17:38:99
2565781,000000	2021-05-18T22:17:38:137
2561368,000000	2021-05-18T22:17:38:180
2559539,000000	2021-05-18T22:17:38:217
2561055,000000	2021-05-18T22:17:38:259
2559901,000000	2021-05-18T22:17:38:297
2559369,000000	2021-05-18T22:17:38:339
2559501,000000	2021-05-18T22:17:38:377
2557660,000000	2021-05-18T22:17:38:420
2558298,000000	2021-05-18T22:17:38:458
2558492,000000	2021-05-18T22:17:38:499
2560083,000000	2021-05-18T22:17:38:537
2561717,000000	2021-05-18T22:17:38:579
2559087,000000	2021-05-18T22:17:38:617
2557613,000000	2021-05-18T22:17:38:660
2558357,000000	2021-05-18T22:17:38:697
2557922,000000	2021-05-18T22:17:38:739
2556510,000000	2021-05-18T22:17:38:777
2553769,000000	2021-05-18T22:17:38:819
2547987,000000	2021-05-18T22:17:38:858
2545283,000000	2021-05-18T22:17:38:899
2543374,000000	2021-05-18T22:17:38:938
2538515,000000	2021-05-18T22:17:38:979
2535788,000000	2021-05-18T22:17:39:17
2533964,000000	2021-05-18T22:17:39:60
2531762,000000	2021-05-18T22:17:39:98
2530490,000000	2021-05-18T22:17:39:139
2532073,000000	2021-05-18T22:17:39:178
2531638,000000	2021-05-18T22:17:39:219
2533222,000000	2021-05-18T22:17:39:258
2535360,000000	2021-05-18T22:17:39:300
2537705,000000	2021-05-18T22:17:39:338
2539973,000000	2021-05-18T22:17:39:379
2542413,000000	2021-05-18T22:17:39:429
2545653,000000	2021-05-18T22:17:39:461
2548216,000000	2021-05-18T22:17:39:498
2546972,000000	2021-05-18T22:17:39:540
2541063,000000	2021-05-18T22:17:39:578
2536028,000000	2021-05-18T22:17:39:620
2532313,000000	2021-05-18T22:17:39:659
2531538,000000	2021-05-18T22:17:39:700
2530288,000000	2021-05-18T22:17:39:749
2528402,000000	2021-05-18T22:17:39:780
2527986,000000	2021-05-18T22:17:39:818
2528300,000000	2021-05-18T22:17:39:861
2527392,000000	2021-05-18T22:17:39:899
2525799,000000	2021-05-18T22:17:39:940
2525554,000000	2021-05-18T22:17:39:978
2526386,000000	2021-05-18T22:17:40:21
2527504,000000	2021-05-18T22:17:40:58
2528555,000000	2021-05-18T22:17:40:100
2531131,000000	2021-05-18T22:17:40:139
2531882,000000	2021-05-18T22:17:40:180
2533102,000000	2021-05-18T22:17:40:219
2533923,000000	2021-05-18T22:17:40:261
2534582,000000	2021-05-18T22:17:40:299
2532250,000000	2021-05-18T22:17:40:340
2527213,000000	2021-05-18T22:17:40:379
2522003,000000	2021-05-18T22:17:40:421
2517960,000000	2021-05-18T22:17:40:460
2515287,000000	2021-05-18T22:17:40:501
2514843,000000	2021-05-18T22:17:40:539
2515224,000000	2021-05-18T22:17:40:581
2513172,000000	2021-05-18T22:17:40:620
2512659,000000	2021-05-18T22:17:40:662
2511194,000000	2021-05-18T22:17:40:700
2510498,000000	2021-05-18T22:17:40:741
2510867,000000	2021-05-18T22:17:40:856
2511494,000000	2021-05-18T22:17:40:862
2512341,000000	2021-05-18T22:17:40:872
2513273,000000	2021-05-18T22:17:40:900
2514464,000000	2021-05-18T22:17:40:939
2515754,000000	2021-05-18T22:17:40:982
2517667,000000	2021-05-18T22:17:41:20
2518554,000000	2021-05-18T22:17:41:61
2520454,000000	2021-05-18T22:17:41:100
2522353,000000	2021-05-18T22:17:41:141
2522554,000000	2021-05-18T22:17:41:180
2518336,000000	2021-05-18T22:17:41:221
2514357,000000	2021-05-18T22:17:41:260
2509732,000000	2021-05-18T22:17:41:302
2506795,000000	2021-05-18T22:17:41:338
2506688,000000	2021-05-18T22:17:41:383
2505172,000000	2021-05-18T22:17:41:420
2505961,000000	2021-05-18T22:17:41:461
2503632,000000	2021-05-18T22:17:41:500
2504017,000000	2021-05-18T22:17:41:541
2502548,000000	2021-05-18T22:17:41:580
2502641,000000	2021-05-18T22:17:41:622
2503852,000000	2021-05-18T22:17:41:661
2504790,000000	2021-05-18T22:17:41:703
2505848,000000	2021-05-18T22:17:41:741
2508747,000000	2021-05-18T22:17:41:782
2508764,000000	2021-05-18T22:17:41:821
2510238,000000	2021-05-18T22:17:41:862
2513785,000000	2021-05-18T22:17:41:901
2514847,000000	2021-05-18T22:17:41:942
2516201,000000	2021-05-18T22:17:41:981
2515860,000000	2021-05-18T22:17:42:21
2510561,000000	2021-05-18T22:17:42:61
2507342,000000	2021-05-18T22:17:42:102
2505247,000000	2021-05-18T22:17:42:141
2504403,000000	2021-05-18T22:17:42:183
2506297,000000	2021-05-18T22:17:42:221
2505412,000000	2021-05-18T22:17:42:263
2507132,000000	2021-05-18T22:17:42:301
2505602,000000	2021-05-18T22:17:42:343
2505932,000000	2021-05-18T22:17:42:381
2506833,000000	2021-05-18T22:17:42:423
2508432,000000	2021-05-18T22:17:42:461
2510054,000000	2021-05-18T22:17:42:502
2511974,000000	2021-05-18T22:17:42:541
2514183,000000	2021-05-18T22:17:42:583
2517144,000000	2021-05-18T22:17:42:621
2518989,000000	2021-05-18T22:17:42:664
2521199,000000	2021-05-18T22:17:42:701
2523624,000000	2021-05-18T22:17:42:743
2525270,000000	2021-05-18T22:17:42:781
2522072,000000	2021-05-18T22:17:42:834
2517305,000000	2021-05-18T22:17:42:862
2516010,000000	2021-05-18T22:17:42:904
2513463,000000	2021-05-18T22:17:42:941
2513505,000000	2021-05-18T22:17:42:984
2514452,000000	2021-05-18T22:17:43:22
2516448,000000	2021-05-18T22:17:43:64
2515333,000000	2021-05-18T22:17:43:101
2515737,000000	2021-05-18T22:17:43:144
2518190,000000	2021-05-18T22:17:43:181
2518329,000000	2021-05-18T22:17:43:224
2520517,000000	2021-05-18T22:17:43:263
2522205,000000	2021-05-18T22:17:43:304
2525797,000000	2021-05-18T22:17:43:342
2527461,000000	2021-05-18T22:17:43:384
2530734,000000	2021-05-18T22:17:43:423
2531941,000000	2021-05-18T22:17:43:464
2535048,000000	2021-05-18T22:17:43:502
2537507,000000	2021-05-18T22:17:43:544
2538061,000000	2021-05-18T22:17:43:582
2533661,000000	2021-05-18T22:17:43:624
2530129,000000	2021-05-18T22:17:43:662
2529059,000000	2021-05-18T22:17:43:704
2527937,000000	2021-05-18T22:17:43:742
2527907,000000	2021-05-18T22:17:43:784
2527899,000000	2021-05-18T22:17:43:822
2528945,000000	2021-05-18T22:17:43:864
2529000,000000	2021-05-18T22:17:43:902
2529277,000000	2021-05-18T22:17:43:944
2531778,000000	2021-05-18T22:17:43:983
2531927,000000	2021-05-18T22:17:44:24
2533740,000000	2021-05-18T22:17:44:63
2537594,000000	2021-05-18T22:17:44:105
2538714,000000	2021-05-18T22:17:44:143
2541290,000000	2021-05-18T22:17:44:184
2545263,000000	2021-05-18T22:17:44:223
2546798,000000	2021-05-18T22:17:44:264
2551165,000000	2021-05-18T22:17:44:303
2553066,000000	2021-05-18T22:17:44:344
2555499,000000	2021-05-18T22:17:44:383
2555469,000000	2021-05-18T22:17:44:424
2552018,000000	2021-05-18T22:17:44:464
2550377,000000	2021-05-18T22:17:44:505
2547410,000000	2021-05-18T22:17:44:543
2546684,000000	2021-05-18T22:17:44:585
2548605,000000	2021-05-18T22:17:44:624
2549758,000000	2021-05-18T22:17:44:665
2548700,000000	2021-05-18T22:17:44:704
2549046,000000	2021-05-18T22:17:44:745
2551145,000000	2021-05-18T22:17:44:784
2551211,000000	2021-05-18T22:17:44:825
2552736,000000	2021-05-18T22:17:44:864
2554488,000000	2021-05-18T22:17:44:905
2558196,000000	2021-05-18T22:17:44:944
2558952,000000	2021-05-18T22:17:44:985
2561351,000000	2021-05-18T22:17:45:24
2563504,000000	2021-05-18T22:17:45:65
2566385,000000	2021-05-18T22:17:45:103
2568816,000000	2021-05-18T22:17:45:146
2572234,000000	2021-05-18T22:17:45:185
2574539,000000	2021-05-18T22:17:45:226
2575369,000000	2021-05-18T22:17:45:263
2572666,000000	2021-05-18T22:17:45:305
2570330,000000	2021-05-18T22:17:45:344
2568527,000000	2021-05-18T22:17:45:387
2567674,000000	2021-05-18T22:17:45:425
2568426,000000	2021-05-18T22:17:45:466
2569952,000000	2021-05-18T22:17:45:505
2572578,000000	2021-05-18T22:17:45:546
2572081,000000	2021-05-18T22:17:45:584
2573187,000000	2021-05-18T22:17:45:626
2574200,000000	2021-05-18T22:17:45:665
