x	y	z	ts
-0,885344	1,052842	10,023535	2021-05-18T22:22:37:228
-0,930808	1,024128	9,851252	2021-05-18T22:22:37:246
-1,079163	0,969093	9,865608	2021-05-18T22:22:37:269
-1,162912	1,019342	10,085747	2021-05-18T22:22:37:285
-1,143769	1,337588	9,851252	2021-05-18T22:22:37:308
-1,160519	1,406980	9,683753	2021-05-18T22:22:37:325
-1,337588	1,110270	9,600004	2021-05-18T22:22:37:350
-1,373480	1,203590	9,717253	2021-05-18T22:22:37:366
-1,318445	1,122234	9,741181	2021-05-18T22:22:37:390
-1,524228	1,031307	9,444471	2021-05-18T22:22:37:405
-1,497907	0,921237	9,257831	2021-05-18T22:22:37:429
-1,519442	0,799203	9,332008	2021-05-18T22:22:37:446
-1,459622	0,832702	9,777073	2021-05-18T22:22:37:468
-1,318445	0,983450	9,829715	2021-05-18T22:22:37:486
-1,531406	0,959522	9,894321	2021-05-18T22:22:37:510
-1,488336	1,000200	9,992428	2021-05-18T22:22:37:526
-1,579263	0,990629	9,954143	2021-05-18T22:22:37:549
-1,634298	0,861416	10,186246	2021-05-18T22:22:37:566
-1,684547	0,739382	10,365707	2021-05-18T22:22:37:590
-1,811367	0,823131	10,193424	2021-05-18T22:22:37:606
-1,993221	0,772882	10,040283	2021-05-18T22:22:37:639
-1,950150	0,768096	10,150353	2021-05-18T22:22:37:646
-2,019542	0,751346	10,092925	2021-05-18T22:22:37:670
-1,868794	0,681954	9,808180	2021-05-18T22:22:37:686
-1,830509	0,655633	9,731609	2021-05-18T22:22:37:708
-1,962115	0,524028	9,791430	2021-05-18T22:22:37:726
-2,182254	0,437887	9,923036	2021-05-18T22:22:37:753
-2,072184	0,693919	9,736395	2021-05-18T22:22:37:765
-2,036292	0,672383	9,597611	2021-05-18T22:22:37:790
-2,100898	0,564706	9,619147	2021-05-18T22:22:37:806
-2,189433	0,516850	9,693325	2021-05-18T22:22:37:830
-2,208575	0,435494	9,609575	2021-05-18T22:22:37:846
-2,151148	0,473779	9,568897	2021-05-18T22:22:37:869
-2,239682	0,351745	9,540184	2021-05-18T22:22:37:887
-2,337788	0,406780	9,891929	2021-05-18T22:22:37:910
-2,297110	0,559920	9,757930	2021-05-18T22:22:37:926
-2,213361	0,543171	9,561719	2021-05-18T22:22:37:949
-2,364109	0,165105	9,676575	2021-05-18T22:22:37:966
-2,505285	-0,086142	9,932607	2021-05-18T22:22:37:990
-2,703890	0,076570	10,138390	2021-05-18T22:22:38:6
-2,813959	0,002393	10,119246	2021-05-18T22:22:38:29
-2,792424	0,081356	9,647861	2021-05-18T22:22:38:46
-2,876173	0,296710	9,884750	2021-05-18T22:22:38:73
-2,885744	0,392423	10,174281	2021-05-18T22:22:38:86
-2,833102	0,363709	10,018748	2021-05-18T22:22:38:109
-2,880959	0,492921	9,645468	2021-05-18T22:22:38:126
-3,046063	0,416351	9,815358	2021-05-18T22:22:38:150
-3,132205	0,440279	10,207782	2021-05-18T22:22:38:176
-2,995814	0,557528	9,777073	2021-05-18T22:22:38:189
-2,988636	0,667598	9,753145	2021-05-18T22:22:38:206
-3,053242	0,588634	9,990034	2021-05-18T22:22:38:230
-3,074777	0,629312	9,786645	2021-05-18T22:22:38:247
-3,158526	0,423530	9,592826	2021-05-18T22:22:38:270
-2,983850	0,215354	9,595219	2021-05-18T22:22:38:286
-3,096312	0,122034	9,882358	2021-05-18T22:22:38:310
-3,177669	0,244068	9,738789	2021-05-18T22:22:38:326
-3,098706	0,358923	9,755538	2021-05-18T22:22:38:350
-3,125026	0,148355	9,616754	2021-05-18T22:22:38:367
-3,098706	0,205783	9,537791	2021-05-18T22:22:38:391
-3,180061	0,270389	9,573684	2021-05-18T22:22:38:406
-3,177669	-0,038285	9,693325	2021-05-18T22:22:38:430
-3,077170	-0,148355	9,722038	2021-05-18T22:22:38:447
-3,115455	0,066999	9,604790	2021-05-18T22:22:38:471
-3,117848	0,083749	9,461221	2021-05-18T22:22:38:486
-3,158526	-0,059821	9,382257	2021-05-18T22:22:38:510
-3,053242	0,165105	9,322437	2021-05-18T22:22:38:527
-3,062813	0,203390	9,394222	2021-05-18T22:22:38:551
-3,081956	0,086142	9,434900	2021-05-18T22:22:38:567
-3,136991	0,193819	9,497113	2021-05-18T22:22:38:592
-3,148954	0,220140	9,332008	2021-05-18T22:22:38:607
-3,247060	0,086142	9,540184	2021-05-18T22:22:38:631
-3,333202	0,086142	9,726824	2021-05-18T22:22:38:647
-3,318845	0,220140	9,659825	2021-05-18T22:22:38:672
-3,259024	0,184247	9,592826	2021-05-18T22:22:38:687
-3,251846	0,150748	9,616754	2021-05-18T22:22:38:712
-3,340380	-0,023928	9,729217	2021-05-18T22:22:38:727
-3,254239	-0,064606	9,578469	2021-05-18T22:22:38:750
