light_intensity	ts
2613935,000000	2021-05-18T22:08:00:613
2614063,000000	2021-05-18T22:08:00:655
2612704,000000	2021-05-18T22:08:00:692
2610357,000000	2021-05-18T22:08:00:735
2609781,000000	2021-05-18T22:08:00:773
2609524,000000	2021-05-18T22:08:00:815
2609022,000000	2021-05-18T22:08:00:853
2608591,000000	2021-05-18T22:08:00:896
2609528,000000	2021-05-18T22:08:00:934
2608797,000000	2021-05-18T22:08:00:975
2606469,000000	2021-05-18T22:08:01:14
2597575,000000	2021-05-18T22:08:01:56
2590935,000000	2021-05-18T22:08:01:94
2585242,000000	2021-05-18T22:08:01:137
2579133,000000	2021-05-18T22:08:01:174
2575078,000000	2021-05-18T22:08:01:216
2572528,000000	2021-05-18T22:08:01:253
2570369,000000	2021-05-18T22:08:01:296
2567484,000000	2021-05-18T22:08:01:334
2566293,000000	2021-05-18T22:08:01:376
2563041,000000	2021-05-18T22:08:01:413
2561832,000000	2021-05-18T22:08:01:456
2561346,000000	2021-05-18T22:08:01:505
2561753,000000	2021-05-18T22:08:01:537
2560408,000000	2021-05-18T22:08:01:574
2562560,000000	2021-05-18T22:08:01:616
2560879,000000	2021-05-18T22:08:01:654
2562565,000000	2021-05-18T22:08:01:696
2562106,000000	2021-05-18T22:08:01:734
2564453,000000	2021-05-18T22:08:01:776
2562418,000000	2021-05-18T22:08:01:814
2554257,000000	2021-05-18T22:08:01:856
2547251,000000	2021-05-18T22:08:01:897
2540386,000000	2021-05-18T22:08:01:936
2534338,000000	2021-05-18T22:08:01:975
2528754,000000	2021-05-18T22:08:02:17
2525842,000000	2021-05-18T22:08:02:60
2523834,000000	2021-05-18T22:08:02:97
2521071,000000	2021-05-18T22:08:02:132
2518581,000000	2021-05-18T22:08:02:176
2517726,000000	2021-05-18T22:08:02:214
2515206,000000	2021-05-18T22:08:02:257
2514398,000000	2021-05-18T22:08:02:295
2513828,000000	2021-05-18T22:08:02:337
2514111,000000	2021-05-18T22:08:02:375
2514485,000000	2021-05-18T22:08:02:417
2514675,000000	2021-05-18T22:08:02:456
2515618,000000	2021-05-18T22:08:02:498
2516741,000000	2021-05-18T22:08:02:535
