x	y	z	ts
-9,343850	-2,589220	1,469280	2021-05-15T14:21:31:969
-9,355052	-2,570168	1,430954	2021-05-15T14:21:31:982
-9,368501	-2,539238	1,397800	2021-05-15T14:21:32:5
-9,382660	-2,503676	1,366631	2021-05-15T14:21:32:22
-9,397218	-2,464528	1,337456	2021-05-15T14:21:32:57
-9,410574	-2,420675	1,323560	2021-05-15T14:21:32:72
-9,424541	-2,371878	1,312484	2021-05-15T14:21:32:86
-9,438961	-2,327219	1,288583	2021-05-15T14:21:32:102
-9,463997	-2,253897	1,234134	2021-05-15T14:21:32:127
-9,467106	-2,245379	1,225791	2021-05-15T14:21:32:142
-9,479804	-2,208562	1,194132	2021-05-15T14:21:32:165
-9,491190	-2,174073	1,166665	2021-05-15T14:21:32:183
-9,501790	-2,140117	1,142921	2021-05-15T14:21:32:206
-9,511285	-2,105588	1,127980	2021-05-15T14:21:32:222
-9,515141	-2,085067	1,133572	2021-05-15T14:21:32:245
-9,513037	-2,086440	1,148603	2021-05-15T14:21:32:262
-9,511018	-2,092278	1,154686	2021-05-15T14:21:32:286
-9,506227	-2,107855	1,165746	2021-05-15T14:21:32:302
-9,494201	-2,145923	1,193965	2021-05-15T14:21:32:325
-9,485098	-2,175160	1,213254	2021-05-15T14:21:32:342
-9,475505	-2,206943	1,230686	2021-05-15T14:21:32:366
-9,463816	-2,243140	1,254950	2021-05-15T14:21:32:382
-9,449244	-2,290405	1,279145	2021-05-15T14:21:32:405
-9,429703	-2,358348	1,299726	2021-05-15T14:21:32:422
-9,405357	-2,445520	1,314944	2021-05-15T14:21:32:446
-9,384759	-2,517262	1,326677	2021-05-15T14:21:32:462
-9,364914	-2,585797	1,335077	2021-05-15T14:21:32:485
-9,347446	-2,643989	1,343485	2021-05-15T14:21:32:502
-9,337858	-2,675420	1,347928	2021-05-15T14:21:32:526
-9,336890	-2,674301	1,356827	2021-05-15T14:21:32:542
-9,341495	-2,648379	1,375845	2021-05-15T14:21:32:566
-9,348142	-2,611886	1,400244	2021-05-15T14:21:32:583
-9,356482	-2,578739	1,405965	2021-05-15T14:21:32:606
-9,368455	-2,535868	1,404209	2021-05-15T14:21:32:622
-9,385562	-2,470770	1,406026	2021-05-15T14:21:32:645
-9,402394	-2,406941	1,404279	2021-05-15T14:21:32:663
-9,422379	-2,329880	1,400297	2021-05-15T14:21:32:687
-9,438625	-2,264747	1,397731	2021-05-15T14:21:32:702
-9,453348	-2,202662	1,397454	2021-05-15T14:21:32:725
-9,465725	-2,148982	1,397252	2021-05-15T14:21:32:742
-9,477111	-2,097768	1,397900	2021-05-15T14:21:32:766
-9,486625	-2,052633	1,400371	2021-05-15T14:21:32:783
-9,500639	-1,982152	1,406882	2021-05-15T14:21:32:809
-9,502093	-1,974674	1,407573	2021-05-15T14:21:32:822
-9,506485	-1,946570	1,417039	2021-05-15T14:21:32:846
-9,507130	-1,931259	1,433563	2021-05-15T14:21:32:863
-9,504953	-1,923655	1,458008	2021-05-15T14:21:32:886
-9,500270	-1,931995	1,477379	2021-05-15T14:21:32:902
-9,496552	-1,943676	1,485934	2021-05-15T14:21:32:927
-9,496523	-1,942115	1,488165	2021-05-15T14:21:32:943
-9,497149	-1,932508	1,496645	2021-05-15T14:21:32:966
-9,495929	-1,923230	1,516213	2021-05-15T14:21:32:983
-9,490333	-1,930630	1,541634	2021-05-15T14:21:33:6
-9,478363	-1,962775	1,574335	2021-05-15T14:21:33:23
