light_level	ts
32,000000	2021-05-15T14:23:30:300
24,000000	2021-05-15T14:23:31:303
28,000000	2021-05-15T14:23:32:301
20,000000	2021-05-15T14:23:33:303
32,000000	2021-05-15T14:23:34:304
24,000000	2021-05-15T14:23:35:305
32,000000	2021-05-15T14:23:36:305
20,000000	2021-05-15T14:23:37:307
24,000000	2021-05-15T14:23:38:308
20,000000	2021-05-15T14:23:39:309
28,000000	2021-05-15T14:23:40:309
16,000000	2021-05-15T14:23:41:312
28,000000	2021-05-15T14:23:42:312
16,000000	2021-05-15T14:23:43:314
28,000000	2021-05-15T14:23:44:313
16,000000	2021-05-15T14:23:45:315
28,000000	2021-05-15T14:23:46:316
20,000000	2021-05-15T14:23:47:317
28,000000	2021-05-15T14:23:48:317
20,000000	2021-05-15T14:23:49:318
32,000000	2021-05-15T14:23:50:320
12,000000	2021-05-15T14:23:51:321
12,000000	2021-05-15T14:23:52:322
28,000000	2021-05-15T14:23:53:322
24,000000	2021-05-15T14:23:54:324
16,000000	2021-05-15T14:23:55:324
20,000000	2021-05-15T14:23:56:325
20,000000	2021-05-15T14:23:57:326
20,000000	2021-05-15T14:23:58:328
20,000000	2021-05-15T14:23:59:328
20,000000	2021-05-15T14:24:00:329
20,000000	2021-05-15T14:24:01:329
20,000000	2021-05-15T14:24:02:331
20,000000	2021-05-15T14:24:03:331
32,000000	2021-05-15T14:24:04:333
24,000000	2021-05-15T14:24:05:335
24,000000	2021-05-15T14:24:06:335
28,000000	2021-05-15T14:24:07:336
28,000000	2021-05-15T14:24:08:337
28,000000	2021-05-15T14:24:09:338
28,000000	2021-05-15T14:24:10:339
28,000000	2021-05-15T14:24:11:340
20,000000	2021-05-15T14:24:12:341
24,000000	2021-05-15T14:24:13:342
20,000000	2021-05-15T14:24:14:343
24,000000	2021-05-15T14:24:15:343
24,000000	2021-05-15T14:24:16:345
24,000000	2021-05-15T14:24:17:345
28,000000	2021-05-15T14:24:18:346
28,000000	2021-05-15T14:24:19:348
32,000000	2021-05-15T14:24:20:349
32,000000	2021-05-15T14:24:21:349
32,000000	2021-05-15T14:24:22:351
32,000000	2021-05-15T14:24:23:352
32,000000	2021-05-15T14:24:24:353
32,000000	2021-05-15T14:24:25:353
32,000000	2021-05-15T14:24:26:355
32,000000	2021-05-15T14:24:27:356
36,000000	2021-05-15T14:24:28:357
32,000000	2021-05-15T14:24:29:357
32,000000	2021-05-15T14:24:30:358
32,000000	2021-05-15T14:24:31:360
32,000000	2021-05-15T14:24:32:361
36,000000	2021-05-15T14:24:33:371
32,000000	2021-05-15T14:24:34:373
32,000000	2021-05-15T14:24:35:363
32,000000	2021-05-15T14:24:36:365
32,000000	2021-05-15T14:24:37:365
32,000000	2021-05-15T14:24:38:366
32,000000	2021-05-15T14:24:39:367
28,000000	2021-05-15T14:24:40:369
32,000000	2021-05-15T14:24:41:369
32,000000	2021-05-15T14:24:42:370
32,000000	2021-05-15T14:24:43:372
32,000000	2021-05-15T14:24:44:373
32,000000	2021-05-15T14:24:45:373
32,000000	2021-05-15T14:24:46:374
32,000000	2021-05-15T14:24:47:375
32,000000	2021-05-15T14:24:48:376
32,000000	2021-05-15T14:24:49:378
32,000000	2021-05-15T14:24:50:378
32,000000	2021-05-15T14:24:51:379
32,000000	2021-05-15T14:24:52:381
32,000000	2021-05-15T14:24:53:381
32,000000	2021-05-15T14:24:54:382
32,000000	2021-05-15T14:24:55:383
20,000000	2021-05-15T14:24:56:384
20,000000	2021-05-15T14:24:57:385
24,000000	2021-05-15T14:24:58:386
24,000000	2021-05-15T14:24:59:387
24,000000	2021-05-15T14:25:00:386
24,000000	2021-05-15T14:25:01:387
20,000000	2021-05-15T14:25:02:389
24,000000	2021-05-15T14:25:03:390
24,000000	2021-05-15T14:25:04:391
20,000000	2021-05-15T14:25:05:392
20,000000	2021-05-15T14:25:06:393
20,000000	2021-05-15T14:25:07:394
24,000000	2021-05-15T14:25:08:395
24,000000	2021-05-15T14:25:09:396
24,000000	2021-05-15T14:25:10:397
24,000000	2021-05-15T14:25:11:397
24,000000	2021-05-15T14:25:12:398
24,000000	2021-05-15T14:25:13:400
24,000000	2021-05-15T14:25:14:401
24,000000	2021-05-15T14:25:15:401
20,000000	2021-05-15T14:25:16:403
20,000000	2021-05-15T14:25:17:404
24,000000	2021-05-15T14:25:18:405
24,000000	2021-05-15T14:25:19:405
20,000000	2021-05-15T14:25:20:406
24,000000	2021-05-15T14:25:21:408
24,000000	2021-05-15T14:25:22:409
24,000000	2021-05-15T14:25:23:410
24,000000	2021-05-15T14:25:24:410
24,000000	2021-05-15T14:25:25:412
24,000000	2021-05-15T14:25:26:412
24,000000	2021-05-15T14:25:27:413
24,000000	2021-05-15T14:25:28:414
24,000000	2021-05-15T14:25:29:416
24,000000	2021-05-15T14:25:30:416
24,000000	2021-05-15T14:25:31:418
24,000000	2021-05-15T14:25:32:418
24,000000	2021-05-15T14:25:33:419
24,000000	2021-05-15T14:25:34:421
24,000000	2021-05-15T14:25:35:421
24,000000	2021-05-15T14:25:36:422
24,000000	2021-05-15T14:25:37:423
24,000000	2021-05-15T14:25:38:424
24,000000	2021-05-15T14:25:39:425
24,000000	2021-05-15T14:25:40:427
24,000000	2021-05-15T14:25:41:429
20,000000	2021-05-15T14:25:42:429
28,000000	2021-05-15T14:25:43:429
20,000000	2021-05-15T14:25:44:432
24,000000	2021-05-15T14:25:45:432
48,000000	2021-05-15T14:25:46:433
32,000000	2021-05-15T14:25:47:434
28,000000	2021-05-15T14:25:48:435
40,000000	2021-05-15T14:25:49:436
52,000000	2021-05-15T14:25:50:437
40,000000	2021-05-15T14:25:51:438
44,000000	2021-05-15T14:25:52:439
52,000000	2021-05-15T14:25:53:441
44,000000	2021-05-15T14:25:54:440
24,000000	2021-05-15T14:25:55:441
32,000000	2021-05-15T14:25:56:442
48,000000	2021-05-15T14:25:57:443
44,000000	2021-05-15T14:25:58:444
32,000000	2021-05-15T14:25:59:445
32,000000	2021-05-15T14:26:00:446
48,000000	2021-05-15T14:26:01:448
44,000000	2021-05-15T14:26:02:447
32,000000	2021-05-15T14:26:03:449
36,000000	2021-05-15T14:26:04:450
56,000000	2021-05-15T14:26:05:449
40,000000	2021-05-15T14:26:06:449
32,000000	2021-05-15T14:26:07:450
32,000000	2021-05-15T14:26:08:454
44,000000	2021-05-15T14:26:09:455
52,000000	2021-05-15T14:26:10:456
36,000000	2021-05-15T14:26:11:457
32,000000	2021-05-15T14:26:12:458
44,000000	2021-05-15T14:26:13:459
48,000000	2021-05-15T14:26:14:460
36,000000	2021-05-15T14:26:15:461
28,000000	2021-05-15T14:26:16:462
44,000000	2021-05-15T14:26:17:462
52,000000	2021-05-15T14:26:18:464
36,000000	2021-05-15T14:26:19:464
28,000000	2021-05-15T14:26:20:475
44,000000	2021-05-15T14:26:21:467
48,000000	2021-05-15T14:26:22:468
36,000000	2021-05-15T14:26:23:469
32,000000	2021-05-15T14:26:24:470
36,000000	2021-05-15T14:26:25:471
48,000000	2021-05-15T14:26:26:472
36,000000	2021-05-15T14:26:27:473
32,000000	2021-05-15T14:26:28:473
36,000000	2021-05-15T14:26:29:474
48,000000	2021-05-15T14:26:30:476
40,000000	2021-05-15T14:26:31:477
