light_level	ts
8,000000	2021-05-18T22:22:37:889
8,000000	2021-05-18T22:22:38:890
8,000000	2021-05-18T22:22:39:891
16,000000	2021-05-18T22:22:40:892
32,000000	2021-05-18T22:22:41:902
40,000000	2021-05-18T22:22:42:894
28,000000	2021-05-18T22:22:43:895
24,000000	2021-05-18T22:22:44:897
32,000000	2021-05-18T22:22:45:897
32,000000	2021-05-18T22:22:46:898
24,000000	2021-05-18T22:22:47:899
16,000000	2021-05-18T22:22:48:901
8,000000	2021-05-18T22:22:49:901
8,000000	2021-05-18T22:22:50:902
8,000000	2021-05-18T22:22:51:903
12,000000	2021-05-18T22:22:52:904
20,000000	2021-05-18T22:22:53:914
32,000000	2021-05-18T22:22:54:906
44,000000	2021-05-18T22:22:55:917
36,000000	2021-05-18T22:22:57:213
28,000000	2021-05-18T22:22:57:908
24,000000	2021-05-18T22:22:58:910
28,000000	2021-05-18T22:22:59:910
28,000000	2021-05-18T22:23:00:912
36,000000	2021-05-18T22:23:01:914
32,000000	2021-05-18T22:23:02:914
24,000000	2021-05-18T22:23:03:915
16,000000	2021-05-18T22:23:04:916
12,000000	2021-05-18T22:23:05:917
8,000000	2021-05-18T22:23:06:918
4,000000	2021-05-18T22:23:07:918
8,000000	2021-05-18T22:23:08:920
12,000000	2021-05-18T22:23:09:921
24,000000	2021-05-18T22:23:11:45
32,000000	2021-05-18T22:23:12:87
36,000000	2021-05-18T22:23:12:924
36,000000	2021-05-18T22:23:13:925
32,000000	2021-05-18T22:23:14:926
28,000000	2021-05-18T22:23:15:926
24,000000	2021-05-18T22:23:16:928
24,000000	2021-05-18T22:23:17:929
28,000000	2021-05-18T22:23:18:930
28,000000	2021-05-18T22:23:19:930
32,000000	2021-05-18T22:23:20:932
32,000000	2021-05-18T22:23:21:932
24,000000	2021-05-18T22:23:22:934
20,000000	2021-05-18T22:23:23:934
16,000000	2021-05-18T22:23:24:935
16,000000	2021-05-18T22:23:25:936
12,000000	2021-05-18T22:23:27:107
8,000000	2021-05-18T22:23:27:938
4,000000	2021-05-18T22:23:28:939
8,000000	2021-05-18T22:23:29:940
12,000000	2021-05-18T22:23:30:941
24,000000	2021-05-18T22:23:31:942
32,000000	2021-05-18T22:23:32:943
40,000000	2021-05-18T22:23:33:945
40,000000	2021-05-18T22:23:34:945
36,000000	2021-05-18T22:23:35:946
32,000000	2021-05-18T22:23:36:947
24,000000	2021-05-18T22:23:37:948
28,000000	2021-05-18T22:23:38:949
36,000000	2021-05-18T22:23:39:950
40,000000	2021-05-18T22:23:40:951
40,000000	2021-05-18T22:23:41:952
32,000000	2021-05-18T22:23:42:963
24,000000	2021-05-18T22:23:43:954
16,000000	2021-05-18T22:23:44:954
12,000000	2021-05-18T22:23:45:956
8,000000	2021-05-18T22:23:46:957
4,000000	2021-05-18T22:23:47:958
4,000000	2021-05-18T22:23:48:959
12,000000	2021-05-18T22:23:49:960
20,000000	2021-05-18T22:23:50:961
28,000000	2021-05-18T22:23:51:962
32,000000	2021-05-18T22:23:52:962
32,000000	2021-05-18T22:23:53:964
28,000000	2021-05-18T22:23:54:965
24,000000	2021-05-18T22:23:55:966
