x,y,z
-0.315853,-0.39960100000000004,9.963714
-0.22014,-0.43549399999999994,9.939785
-0.184247,-0.519243,9.999605
-0.165105,-0.4666,10.047462
-0.20817600000000003,-0.413958,9.923036
-0.260818,-0.43788699999999997,10.035499
-0.131605,-0.430708,10.006784
-0.136391,-0.44745799999999997,10.006784
-0.198604,-0.454636,10.035499
-0.155533,-0.44745799999999997,9.987641
-0.177069,-0.43788699999999997,9.958927000000001
-0.172283,-0.48574300000000004,9.992428
-0.232104,-0.442672,9.997212
-0.27996,-0.42831499999999995,9.992428
-0.196211,-0.42353,9.982857000000001
-0.196211,-0.42353,9.982857000000001
-0.196211,-0.42353,9.982857000000001
-0.196211,-0.42353,9.982857000000001
-0.196211,-0.49531400000000003,9.963714
-0.155533,-0.38524400000000003,9.98525
-0.172283,-0.454636,10.009177000000001
-0.284746,-0.39720900000000003,9.95175
-0.215354,-0.416351,10.030712
-0.14596199999999998,-0.47856499999999996,10.009177000000001
-0.18664,-0.504886,9.970891
-0.184247,-0.492921,10.025927000000001
-0.16031900000000002,-0.4666,9.987641
-0.165105,-0.5240279999999999,10.016356
-0.172283,-0.416351,10.025927000000001
-0.167498,-0.473779,9.975677000000001
-0.232104,-0.440279,10.052249
-0.143569,-0.445065,9.992428
-0.16031900000000002,-0.48574300000000004,9.978069999999999
-0.157926,-0.4666,10.095319
-0.21774699999999997,-0.445065,10.004392
-0.172283,-0.39960100000000004,10.047462
-0.150748,-0.519243,10.023535
-0.189033,-0.449851,10.016356
-0.20817600000000003,-0.42831499999999995,10.033106
-0.22014,-0.490529,9.997212
-0.20817600000000003,-0.4666,9.954143
-0.224925,-0.547956,9.98525
-0.215354,-0.47617200000000004,9.994821
-0.16031900000000002,-0.445065,10.028319
-0.157926,-0.45942200000000005,10.068997
-0.078963,-0.43788699999999997,9.982857000000001
-0.26321,-0.457029,9.980463
-0.153141,-0.382852,9.982857000000001
-0.09332,-0.46899300000000005,9.95175
-0.153141,-0.48813599999999996,9.920641999999999
-0.260818,-0.464208,10.009177000000001
-0.25603200000000004,-0.39003000000000004,9.982857000000001
-0.133998,-0.430708,9.903893
-0.162712,-0.433101,10.078569
-0.20339000000000002,-0.519243,10.040283
-0.253639,-0.535992,10.13839
-0.14596199999999998,-0.43788699999999997,10.013963
-0.21056799999999998,-0.47138599999999997,9.990034
-0.153141,-0.42831499999999995,9.939785
-0.251246,-0.442672,9.997212
-0.22014,-0.526421,10.085747
-0.16031900000000002,-0.42353,9.963714
-0.222532,-0.492921,10.133602999999999
-0.258425,-0.51685,10.059426
-0.22014,-0.39960100000000004,10.073784
-0.124427,-0.382852,9.920641999999999
-0.172283,-0.457029,9.949356
-0.23928200000000002,-0.48335,9.942179
-0.26560300000000003,-0.490529,9.968499000000001
-0.172283,-0.452243,9.930214999999999
-0.16989,-0.540778,9.906286
-0.16031900000000002,-0.48813599999999996,10.100104
-0.227318,-0.519243,9.889536
-0.162712,-0.519243,9.973285
-0.172283,-0.46899300000000005,10.083356
-0.177069,-0.40678000000000003,9.88475
-0.270389,-0.387637,9.937392
-0.22971100000000003,-0.492921,9.978069999999999
-0.227318,-0.49531400000000003,9.980463
-0.200997,-0.464208,9.930214999999999
-0.21056799999999998,-0.454636,10.049855
-0.227318,-0.44745799999999997,10.001998
-0.23449699999999998,-0.509671,9.937392
-0.14596199999999998,-0.48335,10.009177000000001
-0.181855,-0.47856499999999996,9.954143
