1620827551.000000, 1620827551.000000, 1620827551.000000
32.000000, 32.000000, 32.000000
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-34,-3,55
-34,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-33,-3,55
-34,-3,55
-34,-3,55
-34,-3,55
-33,-3,55
-33,-3,56
-33,-4,55
-32,-3,56
-33,-4,56
-34,-4,54
-35,-4,54
-34,-5,53
-35,-5,54
-36,-5,53
-36,-5,53
-36,-5,53
-35,-5,54
-35,-5,54
-34,-5,54
-34,-6,54
-35,-6,54
-35,-6,53
-35,-5,54
-35,-5,53
-35,-6,54
-35,-5,54
-35,-5,54
-34,-6,54
-34,-6,54
-35,-5,54
-35,-5,54
-35,-5,54
-34,-5,54
-34,-5,54
-34,-5,54
-35,-5,54
-35,-5,54
-35,-5,54
-35,-5,54
-35,-5,54
-34,-5,54
-34,-5,54
-34,-4,54
-34,-4,54
-34,-4,54
-34,-4,54
-34,-4,55
-35,-3,54
-34,-3,55
-34,-3,55
-33,-3,55
-34,-3,55
-35,-3,54
-34,-3,54
-34,-3,54
-34,-3,55
-34,-3,54
-34,-3,54
-34,-3,54
-34,-3,54
-34,-3,55
-34,-3,54
-34,-3,54
-34,-3,55
-33,-3,55
-34,-3,55
-34,-4,55
-34,-3,55
-34,-3,55
-34,-3,55
-34,-3,55
-34,-3,55
-34,-3,54
-34,-3,55
-34,-3,55
-34,-4,55
-34,-3,55
-33,-4,55
-33,-4,55
-34,-3,54
-34,-3,55
-34,-3,54
-34,-3,55
-34,-3,55
-34,-3,54
-34,-4,54
-34,-3,55
-34,-3,55
-34,-3,54
-34,-3,54
-34,-3,55
-34,-3,55
-34,-3,55
-34,-3,55
-34,-3,54
-34,-3,54
-34,-3,54
-34,-3,54
-34,-3,54
-34,-3,54
-34,-3,55
-34,-3,54
-34,-3,54
-34,-3,54
-34,-3,54
-34,-3,54
-34,-3,54
-34,-3,55
-34,-3,55
-34,-3,54
-34,-3,54
-34,-3,54
-34,-3,54
-34,-3,54
-34,-3,55
-34,-3,55
-34,-3,55
-34,-4,54
-34,-3,54
-34,-3,55
-34,-3,55
-34,-3,54
-34,-3,54
