light_intensity	ts
1380474,000000	2021-05-15T14:31:31:996
1385404,000000	2021-05-15T14:31:32:32
1387453,000000	2021-05-15T14:31:32:70
1388200,000000	2021-05-15T14:31:32:112
1388849,000000	2021-05-15T14:31:32:152
1382006,000000	2021-05-15T14:31:32:192
1375089,000000	2021-05-15T14:31:32:232
1373690,000000	2021-05-15T14:31:32:269
1378009,000000	2021-05-15T14:31:32:312
1384455,000000	2021-05-15T14:31:32:352
1389364,000000	2021-05-15T14:31:32:392
1391694,000000	2021-05-15T14:31:32:431
1391860,000000	2021-05-15T14:31:32:471
1391860,000000	2021-05-15T14:31:32:511
1383743,000000	2021-05-15T14:31:32:553
1377305,000000	2021-05-15T14:31:32:596
1376603,000000	2021-05-15T14:31:32:632
1387187,000000	2021-05-15T14:31:32:671
1390031,000000	2021-05-15T14:31:32:713
1392267,000000	2021-05-15T14:31:32:753
1390845,000000	2021-05-15T14:31:32:794
1388950,000000	2021-05-15T14:31:32:832
1381763,000000	2021-05-15T14:31:32:873
1376025,000000	2021-05-15T14:31:32:913
1377779,000000	2021-05-15T14:31:32:953
1382830,000000	2021-05-15T14:31:32:994
1387182,000000	2021-05-15T14:31:33:33
1389861,000000	2021-05-15T14:31:33:73
1391106,000000	2021-05-15T14:31:33:113
1390410,000000	2021-05-15T14:31:33:153
1386503,000000	2021-05-15T14:31:33:193
1377282,000000	2021-05-15T14:31:33:232
1373551,000000	2021-05-15T14:31:33:273
1373984,000000	2021-05-15T14:31:33:312
1379221,000000	2021-05-15T14:31:33:353
1383094,000000	2021-05-15T14:31:33:393
1384169,000000	2021-05-15T14:31:33:433
1383596,000000	2021-05-15T14:31:33:472
1381968,000000	2021-05-15T14:31:33:514
1374507,000000	2021-05-15T14:31:33:552
1365465,000000	2021-05-15T14:31:33:593
1363148,000000	2021-05-15T14:31:33:632
1367855,000000	2021-05-15T14:31:33:673
1373786,000000	2021-05-15T14:31:33:713
1378217,000000	2021-05-15T14:31:33:753
1379799,000000	2021-05-15T14:31:33:792
1380278,000000	2021-05-15T14:31:33:833
1377832,000000	2021-05-15T14:31:33:873
1367736,000000	2021-05-15T14:31:33:913
1361092,000000	2021-05-15T14:31:33:952
1362247,000000	2021-05-15T14:31:33:995
1366951,000000	2021-05-15T14:31:34:33
1373118,000000	2021-05-15T14:31:34:74
1376019,000000	2021-05-15T14:31:34:113
1376571,000000	2021-05-15T14:31:34:154
1377943,000000	2021-05-15T14:31:34:193
1372817,000000	2021-05-15T14:31:34:233
1362710,000000	2021-05-15T14:31:34:273
1358185,000000	2021-05-15T14:31:34:314
1360919,000000	2021-05-15T14:31:34:353
1368062,000000	2021-05-15T14:31:34:405
1372687,000000	2021-05-15T14:31:34:433
1374911,000000	2021-05-15T14:31:34:475
1375930,000000	2021-05-15T14:31:34:513
1375570,000000	2021-05-15T14:31:34:554
1370522,000000	2021-05-15T14:31:34:593
1363485,000000	2021-05-15T14:31:34:645
1360068,000000	2021-05-15T14:31:34:674
1363711,000000	2021-05-15T14:31:34:714
1371313,000000	2021-05-15T14:31:34:754
1375835,000000	2021-05-15T14:31:34:795
1378492,000000	2021-05-15T14:31:34:834
1378679,000000	2021-05-15T14:31:34:875
1379031,000000	2021-05-15T14:31:34:914
1372107,000000	2021-05-15T14:31:34:955
1365920,000000	2021-05-15T14:31:34:994
1363421,000000	2021-05-15T14:31:35:35
1367935,000000	2021-05-15T14:31:35:75
1373217,000000	2021-05-15T14:31:35:116
1377370,000000	2021-05-15T14:31:35:155
1379230,000000	2021-05-15T14:31:35:194
1379313,000000	2021-05-15T14:31:35:233
1378627,000000	2021-05-15T14:31:35:276
1372036,000000	2021-05-15T14:31:35:315
1364197,000000	2021-05-15T14:31:35:356
1363240,000000	2021-05-15T14:31:35:395
1367284,000000	2021-05-15T14:31:35:437
1372566,000000	2021-05-15T14:31:35:475
1376481,000000	2021-05-15T14:31:35:515
1376464,000000	2021-05-15T14:31:35:555
1377331,000000	2021-05-15T14:31:35:681
1373645,000000	2021-05-15T14:31:35:690
1364450,000000	2021-05-15T14:31:35:699
1357722,000000	2021-05-15T14:31:35:716
1357048,000000	2021-05-15T14:31:35:754
1362064,000000	2021-05-15T14:31:35:796
1366328,000000	2021-05-15T14:31:35:836
1368308,000000	2021-05-15T14:31:35:876
1368795,000000	2021-05-15T14:31:35:916
1369009,000000	2021-05-15T14:31:35:956
1362703,000000	2021-05-15T14:31:35:996
1353430,000000	2021-05-15T14:31:36:35
1349638,000000	2021-05-15T14:31:36:76
1352138,000000	2021-05-15T14:31:36:115
1359754,000000	2021-05-15T14:31:36:156
1365053,000000	2021-05-15T14:31:36:195
1367415,000000	2021-05-15T14:31:36:236
1367582,000000	2021-05-15T14:31:36:277
1367710,000000	2021-05-15T14:31:36:317
1359471,000000	2021-05-15T14:31:36:356
1350009,000000	2021-05-15T14:31:36:396
1348535,000000	2021-05-15T14:31:36:436
1352923,000000	2021-05-15T14:31:36:476
1359428,000000	2021-05-15T14:31:36:519
1364078,000000	2021-05-15T14:31:36:556
1365264,000000	2021-05-15T14:31:36:597
1365362,000000	2021-05-15T14:31:36:637
1364519,000000	2021-05-15T14:31:36:676
1355075,000000	2021-05-15T14:31:36:717
1349814,000000	2021-05-15T14:31:36:756
1349645,000000	2021-05-15T14:31:36:797
1355670,000000	2021-05-15T14:31:36:836
1361958,000000	2021-05-15T14:31:36:877
1366800,000000	2021-05-15T14:31:36:916
1367405,000000	2021-05-15T14:31:36:957
1369103,000000	2021-05-15T14:31:36:997
1366242,000000	2021-05-15T14:31:37:37
1358891,000000	2021-05-15T14:31:37:77
1353997,000000	2021-05-15T14:31:37:117
1355627,000000	2021-05-15T14:31:37:157
1360715,000000	2021-05-15T14:31:37:197
1367872,000000	2021-05-15T14:31:37:236
1371172,000000	2021-05-15T14:31:37:278
1372743,000000	2021-05-15T14:31:37:316
1372296,000000	2021-05-15T14:31:37:357
1368721,000000	2021-05-15T14:31:37:396
1361650,000000	2021-05-15T14:31:37:437
1357201,000000	2021-05-15T14:31:37:477
1358145,000000	2021-05-15T14:31:37:518
1363730,000000	2021-05-15T14:31:37:557
1369694,000000	2021-05-15T14:31:37:597
1373094,000000	2021-05-15T14:31:37:637
1374730,000000	2021-05-15T14:31:37:678
1374153,000000	2021-05-15T14:31:37:717
1369945,000000	2021-05-15T14:31:37:758
1363046,000000	2021-05-15T14:31:37:797
1359135,000000	2021-05-15T14:31:37:838
1360214,000000	2021-05-15T14:31:37:877
1366853,000000	2021-05-15T14:31:37:918
1371279,000000	2021-05-15T14:31:37:957
1374527,000000	2021-05-15T14:31:37:996
1374572,000000	2021-05-15T14:31:38:37
1374425,000000	2021-05-15T14:31:38:80
1366859,000000	2021-05-15T14:31:38:118
1358126,000000	2021-05-15T14:31:38:158
1355365,000000	2021-05-15T14:31:38:197
1357160,000000	2021-05-15T14:31:38:237
1363275,000000	2021-05-15T14:31:38:278
1367516,000000	2021-05-15T14:31:38:318
1369423,000000	2021-05-15T14:31:38:358
1368775,000000	2021-05-15T14:31:38:399
1366725,000000	2021-05-15T14:31:38:437
1357711,000000	2021-05-15T14:31:38:479
1351367,000000	2021-05-15T14:31:38:517
1352658,000000	2021-05-15T14:31:38:558
1357262,000000	2021-05-15T14:31:38:597
1364436,000000	2021-05-15T14:31:38:638
1367031,000000	2021-05-15T14:31:38:678
1367364,000000	2021-05-15T14:31:38:719
1368337,000000	2021-05-15T14:31:38:758
1363392,000000	2021-05-15T14:31:38:799
1353338,000000	2021-05-15T14:31:38:838
1348339,000000	2021-05-15T14:31:38:879
1350376,000000	2021-05-15T14:31:38:918
1357415,000000	2021-05-15T14:31:38:959
1363995,000000	2021-05-15T14:31:38:998
1365974,000000	2021-05-15T14:31:39:39
1366923,000000	2021-05-15T14:31:39:79
1367870,000000	2021-05-15T14:31:39:118
1361599,000000	2021-05-15T14:31:39:159
1353931,000000	2021-05-15T14:31:39:200
1351662,000000	2021-05-15T14:31:39:238
1354398,000000	2021-05-15T14:31:39:279
1361699,000000	2021-05-15T14:31:39:319
1365972,000000	2021-05-15T14:31:39:359
1368252,000000	2021-05-15T14:31:39:399
1369403,000000	2021-05-15T14:31:39:438
1370448,000000	2021-05-15T14:31:39:479
1364179,000000	2021-05-15T14:31:39:520
1357087,000000	2021-05-15T14:31:39:559
1355294,000000	2021-05-15T14:31:39:600
1359122,000000	2021-05-15T14:31:39:639
1366122,000000	2021-05-15T14:31:39:680
1370099,000000	2021-05-15T14:31:39:719
1372167,000000	2021-05-15T14:31:39:760
1372648,000000	2021-05-15T14:31:39:799
1373478,000000	2021-05-15T14:31:39:840
1366170,000000	2021-05-15T14:31:39:880
1359624,000000	2021-05-15T14:31:39:920
1358209,000000	2021-05-15T14:31:39:959
1362555,000000	2021-05-15T14:31:40:0
1367731,000000	2021-05-15T14:31:40:39
1371811,000000	2021-05-15T14:31:40:80
1373138,000000	2021-05-15T14:31:40:120
1374216,000000	2021-05-15T14:31:40:160
1371927,000000	2021-05-15T14:31:40:199
1364534,000000	2021-05-15T14:31:40:240
1357249,000000	2021-05-15T14:31:40:280
1356015,000000	2021-05-15T14:31:40:320
1360027,000000	2021-05-15T14:31:40:360
1365525,000000	2021-05-15T14:31:40:401
1368642,000000	2021-05-15T14:31:40:440
1369201,000000	2021-05-15T14:31:40:481
1369141,000000	2021-05-15T14:31:40:520
1365334,000000	2021-05-15T14:31:40:560
1356095,000000	2021-05-15T14:31:40:600
1350694,000000	2021-05-15T14:31:40:641
1352839,000000	2021-05-15T14:31:40:680
1358963,000000	2021-05-15T14:31:40:721
1365967,000000	2021-05-15T14:31:40:761
1368254,000000	2021-05-15T14:31:40:801
1368811,000000	2021-05-15T14:31:40:840
1369089,000000	2021-05-15T14:31:40:881
1363289,000000	2021-05-15T14:31:40:920
1354058,000000	2021-05-15T14:31:40:961
1350854,000000	2021-05-15T14:31:41:3
1354473,000000	2021-05-15T14:31:41:44
1361040,000000	2021-05-15T14:31:41:81
1366227,000000	2021-05-15T14:31:41:121
1368703,000000	2021-05-15T14:31:41:160
1369640,000000	2021-05-15T14:31:41:201
1370219,000000	2021-05-15T14:31:41:245
1362908,000000	2021-05-15T14:31:41:281
1354804,000000	2021-05-15T14:31:41:320
1354662,000000	2021-05-15T14:31:41:361
1358754,000000	2021-05-15T14:31:41:401
1366136,000000	2021-05-15T14:31:41:441
1370297,000000	2021-05-15T14:31:41:481
1373127,000000	2021-05-15T14:31:41:524
1373124,000000	2021-05-15T14:31:41:561
1373436,000000	2021-05-15T14:31:41:601
1365808,000000	2021-05-15T14:31:41:641
1359234,000000	2021-05-15T14:31:41:693
1358408,000000	2021-05-15T14:31:41:721
1363343,000000	2021-05-15T14:31:41:762
1370307,000000	2021-05-15T14:31:41:801
1374511,000000	2021-05-15T14:31:41:842
1376100,000000	2021-05-15T14:31:41:881
1376961,000000	2021-05-15T14:31:41:922
1375894,000000	2021-05-15T14:31:41:961
1368747,000000	2021-05-15T14:31:42:2
1362868,000000	2021-05-15T14:31:42:41
1363486,000000	2021-05-15T14:31:42:82
1367623,000000	2021-05-15T14:31:42:121
1373285,000000	2021-05-15T14:31:42:162
1376774,000000	2021-05-15T14:31:42:201
1378134,000000	2021-05-15T14:31:42:242
1378251,000000	2021-05-15T14:31:42:282
1375598,000000	2021-05-15T14:31:42:322
1366415,000000	2021-05-15T14:31:42:361
1360576,000000	2021-05-15T14:31:42:402
1360890,000000	2021-05-15T14:31:42:441
1365922,000000	2021-05-15T14:31:42:483
1371631,000000	2021-05-15T14:31:42:521
1373885,000000	2021-05-15T14:31:42:563
1373485,000000	2021-05-15T14:31:42:602
1372914,000000	2021-05-15T14:31:42:643
1366676,000000	2021-05-15T14:31:42:682
1357108,000000	2021-05-15T14:31:42:723
1353271,000000	2021-05-15T14:31:42:762
1356842,000000	2021-05-15T14:31:42:803
1363096,000000	2021-05-15T14:31:42:842
1368724,000000	2021-05-15T14:31:42:883
1370699,000000	2021-05-15T14:31:42:922
1370777,000000	2021-05-15T14:31:42:963
1370715,000000	2021-05-15T14:31:43:2
1361818,000000	2021-05-15T14:31:43:43
1353300,000000	2021-05-15T14:31:43:83
1352886,000000	2021-05-15T14:31:43:124
1357925,000000	2021-05-15T14:31:43:163
1365306,000000	2021-05-15T14:31:43:204
1369335,000000	2021-05-15T14:31:43:242
1370447,000000	2021-05-15T14:31:43:284
1371242,000000	2021-05-15T14:31:43:323
1369886,000000	2021-05-15T14:31:43:363
1361620,000000	2021-05-15T14:31:43:403
1355531,000000	2021-05-15T14:31:43:443
1355953,000000	2021-05-15T14:31:43:483
1362217,000000	2021-05-15T14:31:43:524
1368457,000000	2021-05-15T14:31:43:563
1373314,000000	2021-05-15T14:31:43:604
1374528,000000	2021-05-15T14:31:43:642
1375524,000000	2021-05-15T14:31:43:684
1373020,000000	2021-05-15T14:31:43:723
1364566,000000	2021-05-15T14:31:43:763
1359898,000000	2021-05-15T14:31:43:803
1361530,000000	2021-05-15T14:31:43:844
1367837,000000	2021-05-15T14:31:43:882
1374054,000000	2021-05-15T14:31:43:924
1377643,000000	2021-05-15T14:31:43:963
1376887,000000	2021-05-15T14:31:44:4
1377929,000000	2021-05-15T14:31:44:43
1375307,000000	2021-05-15T14:31:44:84
1368511,000000	2021-05-15T14:31:44:123
1363774,000000	2021-05-15T14:31:44:164
1365101,000000	2021-05-15T14:31:44:204
1370212,000000	2021-05-15T14:31:44:244
1376280,000000	2021-05-15T14:31:44:284
1378129,000000	2021-05-15T14:31:44:324
