v1	v2	v3	v4	ts
993,127686	168,891510	27,349998	993,115234	2021-05-15T14:31:32:772
993,123718	168,923218	27,359999	993,088135	2021-05-15T14:31:33:773
993,123901	168,923218	27,359999	993,125244	2021-05-15T14:31:34:774
993,121948	168,939072	27,359999	993,104736	2021-05-15T14:31:35:774
993,119995	168,954926	27,359999	993,102051	2021-05-15T14:31:36:776
993,119019	168,962845	27,359999	993,109863	2021-05-15T14:31:37:777
993,122925	168,931137	27,369999	993,158447	2021-05-15T14:31:38:778
993,123535	168,925858	27,369999	993,129150	2021-05-15T14:31:39:786
993,124329	168,917923	27,369999	993,131348	2021-05-15T14:31:40:780
993,123657	168,925858	27,369999	993,117676	2021-05-15T14:31:41:781
993,123047	168,931137	27,379999	993,117676	2021-05-15T14:31:42:781
993,123657	168,925858	27,379999	993,129150	2021-05-15T14:31:43:783
993,119690	168,957565	27,379999	993,083984	2021-05-15T14:31:44:784
993,118713	168,965485	27,379999	993,109863	2021-05-15T14:31:45:815
993,118408	168,968124	27,379999	993,115479	2021-05-15T14:31:46:786
993,118652	168,968124	27,389999	993,121094	2021-05-15T14:31:47:789
993,118164	168,970779	27,389999	993,113770	2021-05-15T14:31:48:793
993,118347	168,970779	27,389999	993,119629	2021-05-15T14:31:49:792
993,119751	168,957565	27,400000	993,132324	2021-05-15T14:31:51:372
993,120422	168,952271	27,420000	993,126709	2021-05-15T14:31:51:790
993,121704	168,941711	27,430000	993,133545	2021-05-15T14:31:52:793
993,125549	168,910004	27,459999	993,160156	2021-05-15T14:31:53:792
993,127197	168,894150	27,459999	993,141602	2021-05-15T14:31:54:802
993,127441	168,894150	27,480000	993,129883	2021-05-15T14:31:55:794
993,125427	168,910004	27,490000	993,106934	2021-05-15T14:31:56:792
993,122742	168,933777	27,510000	993,098633	2021-05-15T14:31:57:795
993,121521	168,944351	27,510000	993,110596	2021-05-15T14:31:58:795
