x	y	z	ts
-9,164511	-2,711068	1,442872	2021-05-15T14:31:31:990
-9,176475	-2,852244	1,435694	2021-05-15T14:31:32:6
-9,188439	-2,854637	1,519442	2021-05-15T14:31:32:29
-9,257831	-2,880959	1,459622	2021-05-15T14:31:32:46
-9,339187	-2,888137	1,440479	2021-05-15T14:31:32:68
-9,231510	-2,768496	1,464408	2021-05-15T14:31:32:87
-9,217153	-2,830709	1,454836	2021-05-15T14:31:32:109
-9,212367	-2,809174	1,478764	2021-05-15T14:31:32:126
-9,131011	-2,773281	1,485943	2021-05-15T14:31:32:150
-9,236296	-2,912065	1,545763	2021-05-15T14:31:32:167
-9,229117	-2,857030	1,428515	2021-05-15T14:31:32:190
-9,308081	-2,794817	1,320838	2021-05-15T14:31:32:206
-9,425328	-2,895315	1,385444	2021-05-15T14:31:32:230
-9,415757	-2,859423	1,385444	2021-05-15T14:31:32:247
-9,351151	-2,885744	1,469193	2021-05-15T14:31:32:267
-9,238688	-2,785245	1,459622	2021-05-15T14:31:32:287
-9,164511	-2,718246	1,426122	2021-05-15T14:31:32:310
-9,131011	-2,648855	1,452443	2021-05-15T14:31:32:327
-9,157332	-2,644069	1,445265	2021-05-15T14:31:32:349
-9,260223	-2,761317	1,464408	2021-05-15T14:31:32:368
-9,305687	-2,785245	1,473979	2021-05-15T14:31:32:390
-9,248260	-2,866602	1,457229	2021-05-15T14:31:32:406
-9,214760	-2,857030	1,481157	2021-05-15T14:31:32:429
-9,162118	-2,868994	1,466800	2021-05-15T14:31:32:447
-9,171689	-2,890530	1,450050	2021-05-15T14:31:32:469
-9,186047	-2,804388	1,459622	2021-05-15T14:31:32:488
-9,300901	-2,890530	1,526621	2021-05-15T14:31:32:509
-9,312866	-2,861816	1,493121	2021-05-15T14:31:32:527
-9,272188	-2,818745	1,359123	2021-05-15T14:31:32:551
-9,267403	-2,933600	1,397408	2021-05-15T14:31:32:568
-9,315259	-2,842674	1,359123	2021-05-15T14:31:32:589
-9,214760	-2,768496	1,385444	2021-05-15T14:31:32:607
