v1	v2	v3	v4	ts
-10,000000	0,000000	359,000000	0,000000	2021-05-15T14:31:32:31
-10,000000	0,000000	359,000000	0,000000	2021-05-15T14:31:32:111
-10,000000	0,000000	359,000000	0,000000	2021-05-15T14:31:32:192
-10,000000	0,000000	359,000000	0,000000	2021-05-15T14:31:32:289
-10,000000	0,000000	337,000000	0,000000	2021-05-15T14:31:32:351
-10,000000	0,000000	337,000000	0,000000	2021-05-15T14:31:32:432
-10,000000	0,000000	337,000000	0,000000	2021-05-15T14:31:32:512
-10,000000	0,000000	337,000000	0,000000	2021-05-15T14:31:32:595
-10,000000	0,000000	337,000000	0,000000	2021-05-15T14:31:32:689
-10,000000	0,000000	348,000000	0,000000	2021-05-15T14:31:32:753
-10,000000	0,000000	348,000000	0,000000	2021-05-15T14:31:32:833
-10,000000	0,000000	348,000000	0,000000	2021-05-15T14:31:32:913
-10,000000	0,000000	348,000000	0,000000	2021-05-15T14:31:32:995
-10,000000	0,000000	355,000000	0,000000	2021-05-15T14:31:33:72
-10,000000	0,000000	355,000000	0,000000	2021-05-15T14:31:33:153
-10,000000	0,000000	355,000000	0,000000	2021-05-15T14:31:33:233
-10,000000	0,000000	330,000000	0,000000	2021-05-15T14:31:33:313
-10,000000	0,000000	330,000000	0,000000	2021-05-15T14:31:33:394
-10,000000	0,000000	330,000000	0,000000	2021-05-15T14:31:33:473
-10,000000	0,000000	330,000000	0,000000	2021-05-15T14:31:33:553
-10,000000	0,000000	330,000000	0,000000	2021-05-15T14:31:33:633
-10,000000	0,000000	329,000000	0,000000	2021-05-15T14:31:33:712
-10,000000	0,000000	329,000000	0,000000	2021-05-15T14:31:33:792
-10,000000	0,000000	329,000000	0,000000	2021-05-15T14:31:33:873
-10,000000	0,000000	329,000000	0,000000	2021-05-15T14:31:33:953
-10,000000	0,000000	347,000000	0,000000	2021-05-15T14:31:34:33
-10,000000	0,000000	347,000000	0,000000	2021-05-15T14:31:34:113
-10,000000	0,000000	347,000000	0,000000	2021-05-15T14:31:34:193
-10,000000	0,000000	347,000000	0,000000	2021-05-15T14:31:34:274
-10,000000	0,000000	347,000000	0,000000	2021-05-15T14:31:34:353
-10,000000	0,000000	351,000000	0,000000	2021-05-15T14:31:34:433
-10,000000	0,000000	351,000000	0,000000	2021-05-15T14:31:34:513
-10,000000	0,000000	351,000000	0,000000	2021-05-15T14:31:34:593
-10,000000	0,000000	351,000000	0,000000	2021-05-15T14:31:34:674
-10,000000	0,000000	345,000000	0,000000	2021-05-15T14:31:34:754
-10,000000	0,000000	345,000000	0,000000	2021-05-15T14:31:34:834
-10,000000	0,000000	345,000000	0,000000	2021-05-15T14:31:34:914
-10,000000	0,000000	345,000000	0,000000	2021-05-15T14:31:34:994
-10,000000	0,000000	345,000000	0,000000	2021-05-15T14:31:35:75
-10,000000	0,000000	350,000000	0,000000	2021-05-15T14:31:35:154
-10,000000	0,000000	350,000000	0,000000	2021-05-15T14:31:35:233
-10,000000	0,000000	350,000000	0,000000	2021-05-15T14:31:35:315
-10,000000	0,000000	350,000000	0,000000	2021-05-15T14:31:35:395
-10,000000	0,000000	349,000000	0,000000	2021-05-15T14:31:35:476
-10,000000	0,000000	349,000000	0,000000	2021-05-15T14:31:35:556
-10,000000	0,000000	349,000000	0,000000	2021-05-15T14:31:35:690
-10,000000	0,000000	349,000000	0,000000	2021-05-15T14:31:35:715
-10,000000	0,000000	349,000000	0,000000	2021-05-15T14:31:35:795
-10,000000	0,000000	356,000000	0,000000	2021-05-15T14:31:35:876
-10,000000	0,000000	356,000000	0,000000	2021-05-15T14:31:35:955
-10,000000	0,000000	356,000000	0,000000	2021-05-15T14:31:36:36
-10,000000	0,000000	356,000000	0,000000	2021-05-15T14:31:36:116
-10,000000	0,000000	353,000000	0,000000	2021-05-15T14:31:36:196
-10,000000	0,000000	353,000000	0,000000	2021-05-15T14:31:36:276
-10,000000	0,000000	353,000000	0,000000	2021-05-15T14:31:36:356
-10,000000	0,000000	353,000000	0,000000	2021-05-15T14:31:36:436
-10,000000	0,000000	353,000000	0,000000	2021-05-15T14:31:36:520
-10,000000	0,000000	353,000000	0,000000	2021-05-15T14:31:36:596
-10,000000	0,000000	353,000000	0,000000	2021-05-15T14:31:36:677
-10,000000	0,000000	353,000000	0,000000	2021-05-15T14:31:36:757
-10,000000	0,000000	353,000000	0,000000	2021-05-15T14:31:36:836
-10,000000	0,000000	340,000000	0,000000	2021-05-15T14:31:36:917
-10,000000	0,000000	340,000000	0,000000	2021-05-15T14:31:36:996
-10,000000	0,000000	340,000000	0,000000	2021-05-15T14:31:37:77
-10,000000	0,000000	340,000000	0,000000	2021-05-15T14:31:37:156
-10,000000	0,000000	340,000000	0,000000	2021-05-15T14:31:37:237
-10,000000	0,000000	349,000000	0,000000	2021-05-15T14:31:37:317
-10,000000	0,000000	349,000000	0,000000	2021-05-15T14:31:37:397
-10,000000	0,000000	349,000000	0,000000	2021-05-15T14:31:37:477
-10,000000	0,000000	351,000000	0,000000	2021-05-15T14:31:37:557
-10,000000	0,000000	351,000000	0,000000	2021-05-15T14:31:37:637
-10,000000	0,000000	351,000000	0,000000	2021-05-15T14:31:37:717
-10,000000	0,000000	351,000000	0,000000	2021-05-15T14:31:37:797
-10,000000	0,000000	351,000000	0,000000	2021-05-15T14:31:37:877
-10,000000	0,000000	351,000000	0,000000	2021-05-15T14:31:37:957
-10,000000	0,000000	351,000000	0,000000	2021-05-15T14:31:38:38
-10,000000	0,000000	351,000000	0,000000	2021-05-15T14:31:38:118
-10,000000	0,000000	351,000000	0,000000	2021-05-15T14:31:38:198
-10,000000	0,000000	359,000000	0,000000	2021-05-15T14:31:38:277
-10,000000	0,000000	359,000000	0,000000	2021-05-15T14:31:38:357
-10,000000	0,000000	359,000000	0,000000	2021-05-15T14:31:38:438
-10,000000	0,000000	359,000000	0,000000	2021-05-15T14:31:38:518
-10,000000	0,000000	351,000000	0,000000	2021-05-15T14:31:38:598
-10,000000	0,000000	351,000000	0,000000	2021-05-15T14:31:38:678
-10,000000	0,000000	351,000000	0,000000	2021-05-15T14:31:38:758
-10,000000	0,000000	351,000000	0,000000	2021-05-15T14:31:38:837
-10,000000	0,000000	351,000000	0,000000	2021-05-15T14:31:38:918
-10,000000	0,000000	354,000000	0,000000	2021-05-15T14:31:38:999
-10,000000	0,000000	354,000000	0,000000	2021-05-15T14:31:39:78
