v1	v2	v3	v4	ts
75,000000	0,000000	797,000000	0,000000	2021-05-18T22:17:37:221
75,000000	0,000000	797,000000	0,000000	2021-05-18T22:17:37:298
75,000000	0,000000	797,000000	0,000000	2021-05-18T22:17:37:377
75,000000	0,000000	797,000000	0,000000	2021-05-18T22:17:37:458
75,000000	0,000000	797,000000	0,000000	2021-05-18T22:17:37:538
75,000000	0,000000	775,000000	0,000000	2021-05-18T22:17:37:618
75,000000	0,000000	775,000000	0,000000	2021-05-18T22:17:37:700
75,000000	0,000000	775,000000	0,000000	2021-05-18T22:17:37:778
75,000000	0,000000	775,000000	0,000000	2021-05-18T22:17:37:859
75,000000	0,000000	775,000000	0,000000	2021-05-18T22:17:37:938
75,000000	0,000000	775,000000	0,000000	2021-05-18T22:17:38:18
75,000000	0,000000	775,000000	0,000000	2021-05-18T22:17:38:98
75,000000	0,000000	775,000000	0,000000	2021-05-18T22:17:38:181
75,000000	0,000000	775,000000	0,000000	2021-05-18T22:17:38:259
75,000000	0,000000	817,000000	0,000000	2021-05-18T22:17:38:339
75,000000	0,000000	817,000000	0,000000	2021-05-18T22:17:38:421
75,000000	0,000000	817,000000	0,000000	2021-05-18T22:17:38:499
75,000000	0,000000	817,000000	0,000000	2021-05-18T22:17:38:580
75,000000	0,000000	817,000000	0,000000	2021-05-18T22:17:38:659
75,000000	0,000000	817,000000	0,000000	2021-05-18T22:17:38:738
75,000000	0,000000	817,000000	0,000000	2021-05-18T22:17:38:820
75,000000	0,000000	817,000000	0,000000	2021-05-18T22:17:38:900
75,000000	0,000000	817,000000	0,000000	2021-05-18T22:17:38:980
75,000000	0,000000	817,000000	0,000000	2021-05-18T22:17:39:61
75,000000	0,000000	817,000000	0,000000	2021-05-18T22:17:39:140
75,000000	0,000000	817,000000	0,000000	2021-05-18T22:17:39:220
75,000000	0,000000	817,000000	0,000000	2021-05-18T22:17:39:300
75,000000	0,000000	817,000000	0,000000	2021-05-18T22:17:39:380
75,000000	0,000000	817,000000	0,000000	2021-05-18T22:17:39:460
