light_level	ts
0,000000	2021-05-18T22:02:37:758
0,000000	2021-05-18T22:02:38:98
4,000000	2021-05-18T22:02:38:719
4,000000	2021-05-18T22:02:39:720
4,000000	2021-05-18T22:02:40:720
4,000000	2021-05-18T22:02:41:721
28,000000	2021-05-18T22:02:42:722
28,000000	2021-05-18T22:02:43:722
28,000000	2021-05-18T22:02:44:724
28,000000	2021-05-18T22:02:45:725
28,000000	2021-05-18T22:02:46:726
28,000000	2021-05-18T22:02:47:727
4,000000	2021-05-18T22:02:48:728
16,000000	2021-05-18T22:02:49:729
28,000000	2021-05-18T22:02:50:730
28,000000	2021-05-18T22:02:51:732
28,000000	2021-05-18T22:02:52:731
28,000000	2021-05-18T22:02:53:733
28,000000	2021-05-18T22:02:54:734
28,000000	2021-05-18T22:02:55:734
28,000000	2021-05-18T22:02:56:736
28,000000	2021-05-18T22:02:57:737
28,000000	2021-05-18T22:02:58:737
28,000000	2021-05-18T22:02:59:738
28,000000	2021-05-18T22:03:00:740
28,000000	2021-05-18T22:03:01:741
28,000000	2021-05-18T22:03:02:742
28,000000	2021-05-18T22:03:03:742
28,000000	2021-05-18T22:03:04:743
28,000000	2021-05-18T22:03:05:745
28,000000	2021-05-18T22:03:06:745
28,000000	2021-05-18T22:03:07:746
28,000000	2021-05-18T22:03:08:747
28,000000	2021-05-18T22:03:09:748
28,000000	2021-05-18T22:03:10:749
28,000000	2021-05-18T22:03:11:749
8,000000	2021-05-18T22:03:12:751
4,000000	2021-05-18T22:03:13:752
4,000000	2021-05-18T22:03:14:753
4,000000	2021-05-18T22:03:15:754
4,000000	2021-05-18T22:03:16:755
4,000000	2021-05-18T22:03:17:757
4,000000	2021-05-18T22:03:18:757
4,000000	2021-05-18T22:03:19:758
4,000000	2021-05-18T22:03:20:759
4,000000	2021-05-18T22:03:21:760
4,000000	2021-05-18T22:03:22:762
4,000000	2021-05-18T22:03:23:762
4,000000	2021-05-18T22:03:24:762
4,000000	2021-05-18T22:03:25:763
4,000000	2021-05-18T22:03:26:765
4,000000	2021-05-18T22:03:27:766
4,000000	2021-05-18T22:03:28:766
4,000000	2021-05-18T22:03:29:768
4,000000	2021-05-18T22:03:30:769
4,000000	2021-05-18T22:03:31:770
4,000000	2021-05-18T22:03:32:770
4,000000	2021-05-18T22:03:33:772
4,000000	2021-05-18T22:03:34:773
4,000000	2021-05-18T22:03:35:774
4,000000	2021-05-18T22:03:36:774
4,000000	2021-05-18T22:03:37:776
4,000000	2021-05-18T22:03:38:778
4,000000	2021-05-18T22:03:39:778
4,000000	2021-05-18T22:03:40:779
4,000000	2021-05-18T22:03:41:780
4,000000	2021-05-18T22:03:42:782
4,000000	2021-05-18T22:03:43:781
4,000000	2021-05-18T22:03:44:782
4,000000	2021-05-18T22:03:45:783
4,000000	2021-05-18T22:03:46:785
4,000000	2021-05-18T22:03:47:786
4,000000	2021-05-18T22:03:48:797
4,000000	2021-05-18T22:03:49:789
4,000000	2021-05-18T22:03:50:790
20,000000	2021-05-18T22:03:51:790
28,000000	2021-05-18T22:03:52:791
28,000000	2021-05-18T22:03:53:792
28,000000	2021-05-18T22:03:54:793
28,000000	2021-05-18T22:03:55:793
28,000000	2021-05-18T22:03:56:793
28,000000	2021-05-18T22:03:57:795
28,000000	2021-05-18T22:03:58:797
28,000000	2021-05-18T22:03:59:798
28,000000	2021-05-18T22:04:00:798
28,000000	2021-05-18T22:04:01:799
28,000000	2021-05-18T22:04:02:800
28,000000	2021-05-18T22:04:03:801
28,000000	2021-05-18T22:04:04:802
28,000000	2021-05-18T22:04:05:803
28,000000	2021-05-18T22:04:06:805
28,000000	2021-05-18T22:04:07:805
28,000000	2021-05-18T22:04:08:806
28,000000	2021-05-18T22:04:09:807
28,000000	2021-05-18T22:04:10:808
28,000000	2021-05-18T22:04:11:824
28,000000	2021-05-18T22:04:12:810
28,000000	2021-05-18T22:04:13:811
28,000000	2021-05-18T22:04:14:812
28,000000	2021-05-18T22:04:15:813
28,000000	2021-05-18T22:04:16:814
28,000000	2021-05-18T22:04:17:815
28,000000	2021-05-18T22:04:18:816
28,000000	2021-05-18T22:04:19:817
28,000000	2021-05-18T22:04:20:818
28,000000	2021-05-18T22:04:21:818
28,000000	2021-05-18T22:04:22:820
28,000000	2021-05-18T22:04:23:821
28,000000	2021-05-18T22:04:24:822
28,000000	2021-05-18T22:04:25:822
28,000000	2021-05-18T22:04:26:824
28,000000	2021-05-18T22:04:27:824
28,000000	2021-05-18T22:04:28:825
28,000000	2021-05-18T22:04:29:826
28,000000	2021-05-18T22:04:30:827
28,000000	2021-05-18T22:04:31:828
28,000000	2021-05-18T22:04:32:830
28,000000	2021-05-18T22:04:33:830
28,000000	2021-05-18T22:04:34:831
24,000000	2021-05-18T22:04:35:832
4,000000	2021-05-18T22:04:36:832
4,000000	2021-05-18T22:04:37:834
4,000000	2021-05-18T22:04:38:835
24,000000	2021-05-18T22:04:39:837
24,000000	2021-05-18T22:04:40:837
24,000000	2021-05-18T22:04:41:838
24,000000	2021-05-18T22:04:42:841
24,000000	2021-05-18T22:04:43:840
4,000000	2021-05-18T22:04:44:841
4,000000	2021-05-18T22:04:45:842
4,000000	2021-05-18T22:04:46:843
4,000000	2021-05-18T22:04:47:844
4,000000	2021-05-18T22:04:48:845
16,000000	2021-05-18T22:04:49:847
20,000000	2021-05-18T22:04:50:848
24,000000	2021-05-18T22:04:51:849
