light_level	ts
0,000000	2021-05-18T22:12:37:302
0,000000	2021-05-18T22:12:38:304
0,000000	2021-05-18T22:12:39:305
0,000000	2021-05-18T22:12:40:306
0,000000	2021-05-18T22:12:41:306
0,000000	2021-05-18T22:12:42:307
0,000000	2021-05-18T22:12:43:309
0,000000	2021-05-18T22:12:44:309
0,000000	2021-05-18T22:12:45:310
0,000000	2021-05-18T22:12:46:311
0,000000	2021-05-18T22:12:47:312
0,000000	2021-05-18T22:12:48:313
0,000000	2021-05-18T22:12:49:314
0,000000	2021-05-18T22:12:50:314
0,000000	2021-05-18T22:12:51:316
0,000000	2021-05-18T22:12:52:317
0,000000	2021-05-18T22:12:53:318
0,000000	2021-05-18T22:12:54:319
0,000000	2021-05-18T22:12:55:320
44,000000	2021-05-18T22:12:56:321
44,000000	2021-05-18T22:12:57:322
48,000000	2021-05-18T22:12:58:323
44,000000	2021-05-18T22:12:59:324
44,000000	2021-05-18T22:13:00:325
44,000000	2021-05-18T22:13:01:326
48,000000	2021-05-18T22:13:02:327
48,000000	2021-05-18T22:13:03:328
48,000000	2021-05-18T22:13:04:329
48,000000	2021-05-18T22:13:05:330
48,000000	2021-05-18T22:13:06:332
48,000000	2021-05-18T22:13:07:331
48,000000	2021-05-18T22:13:08:333
48,000000	2021-05-18T22:13:09:334
48,000000	2021-05-18T22:13:10:334
48,000000	2021-05-18T22:13:11:336
48,000000	2021-05-18T22:13:12:337
48,000000	2021-05-18T22:13:13:338
48,000000	2021-05-18T22:13:14:338
48,000000	2021-05-18T22:13:15:339
0,000000	2021-05-18T22:13:16:340
0,000000	2021-05-18T22:13:17:341
0,000000	2021-05-18T22:13:18:342
0,000000	2021-05-18T22:13:19:343
0,000000	2021-05-18T22:13:20:345
0,000000	2021-05-18T22:13:21:346
0,000000	2021-05-18T22:13:22:347
4,000000	2021-05-18T22:13:23:349
4,000000	2021-05-18T22:13:24:349
4,000000	2021-05-18T22:13:25:350
0,000000	2021-05-18T22:13:26:351
0,000000	2021-05-18T22:13:27:353
0,000000	2021-05-18T22:13:28:354
0,000000	2021-05-18T22:13:29:353
0,000000	2021-05-18T22:13:30:354
0,000000	2021-05-18T22:13:31:355
0,000000	2021-05-18T22:13:32:356
0,000000	2021-05-18T22:13:33:357
0,000000	2021-05-18T22:13:34:358
0,000000	2021-05-18T22:13:35:359
0,000000	2021-05-18T22:13:36:360
0,000000	2021-05-18T22:13:37:362
0,000000	2021-05-18T22:13:38:362
0,000000	2021-05-18T22:13:39:362
0,000000	2021-05-18T22:13:40:364
0,000000	2021-05-18T22:13:41:365
0,000000	2021-05-18T22:13:42:366
0,000000	2021-05-18T22:13:43:367
0,000000	2021-05-18T22:13:44:368
0,000000	2021-05-18T22:13:45:368
0,000000	2021-05-18T22:13:46:370
0,000000	2021-05-18T22:13:47:369
0,000000	2021-05-18T22:13:48:372
0,000000	2021-05-18T22:13:49:373
0,000000	2021-05-18T22:13:50:374
4,000000	2021-05-18T22:13:51:375
4,000000	2021-05-18T22:13:52:376
4,000000	2021-05-18T22:13:53:376
4,000000	2021-05-18T22:13:54:378
4,000000	2021-05-18T22:13:55:378
4,000000	2021-05-18T22:13:56:380
4,000000	2021-05-18T22:13:57:381
4,000000	2021-05-18T22:13:58:382
4,000000	2021-05-18T22:13:59:382
4,000000	2021-05-18T22:14:00:384
4,000000	2021-05-18T22:14:01:384
4,000000	2021-05-18T22:14:02:385
4,000000	2021-05-18T22:14:03:386
4,000000	2021-05-18T22:14:04:387
4,000000	2021-05-18T22:14:05:389
4,000000	2021-05-18T22:14:06:389
4,000000	2021-05-18T22:14:07:390
4,000000	2021-05-18T22:14:08:391
4,000000	2021-05-18T22:14:09:392
4,000000	2021-05-18T22:14:10:393
4,000000	2021-05-18T22:14:11:394
4,000000	2021-05-18T22:14:12:395
4,000000	2021-05-18T22:14:13:396
4,000000	2021-05-18T22:14:14:397
4,000000	2021-05-18T22:14:15:398
4,000000	2021-05-18T22:14:16:399
4,000000	2021-05-18T22:14:17:400
4,000000	2021-05-18T22:14:18:401
4,000000	2021-05-18T22:14:19:402
4,000000	2021-05-18T22:14:20:413
4,000000	2021-05-18T22:14:21:405
4,000000	2021-05-18T22:14:22:405
4,000000	2021-05-18T22:14:23:406
4,000000	2021-05-18T22:14:24:407
4,000000	2021-05-18T22:14:25:409
4,000000	2021-05-18T22:14:26:409
4,000000	2021-05-18T22:14:27:410
4,000000	2021-05-18T22:14:28:410
4,000000	2021-05-18T22:14:29:412
4,000000	2021-05-18T22:14:30:413
4,000000	2021-05-18T22:14:31:414
4,000000	2021-05-18T22:14:32:414
4,000000	2021-05-18T22:14:33:417
4,000000	2021-05-18T22:14:34:418
0,000000	2021-05-18T22:14:35:420
0,000000	2021-05-18T22:14:36:420
0,000000	2021-05-18T22:14:37:420
0,000000	2021-05-18T22:14:38:421
0,000000	2021-05-18T22:14:39:422
0,000000	2021-05-18T22:14:40:424
4,000000	2021-05-18T22:14:41:425
4,000000	2021-05-18T22:14:42:426
0,000000	2021-05-18T22:14:43:426
4,000000	2021-05-18T22:14:44:428
4,000000	2021-05-18T22:14:45:428
4,000000	2021-05-18T22:14:46:429
4,000000	2021-05-18T22:14:47:431
4,000000	2021-05-18T22:14:48:431
4,000000	2021-05-18T22:14:49:431
0,000000	2021-05-18T22:14:50:433
0,000000	2021-05-18T22:14:51:434
0,000000	2021-05-18T22:14:52:435
0,000000	2021-05-18T22:14:53:434
0,000000	2021-05-18T22:14:54:436
0,000000	2021-05-18T22:14:55:437
0,000000	2021-05-18T22:14:56:438
0,000000	2021-05-18T22:14:57:440
0,000000	2021-05-18T22:14:58:440
0,000000	2021-05-18T22:14:59:442
0,000000	2021-05-18T22:15:00:442
0,000000	2021-05-18T22:15:01:443
0,000000	2021-05-18T22:15:02:444
0,000000	2021-05-18T22:15:03:445
0,000000	2021-05-18T22:15:04:446
0,000000	2021-05-18T22:15:05:447
0,000000	2021-05-18T22:15:06:448
0,000000	2021-05-18T22:15:07:449
0,000000	2021-05-18T22:15:08:450
0,000000	2021-05-18T22:15:09:451
0,000000	2021-05-18T22:15:10:452
0,000000	2021-05-18T22:15:11:453
0,000000	2021-05-18T22:15:12:454
0,000000	2021-05-18T22:15:13:455
0,000000	2021-05-18T22:15:14:456
0,000000	2021-05-18T22:15:15:457
0,000000	2021-05-18T22:15:16:457
0,000000	2021-05-18T22:15:17:458
0,000000	2021-05-18T22:15:18:461
0,000000	2021-05-18T22:15:19:461
0,000000	2021-05-18T22:15:20:462
0,000000	2021-05-18T22:15:21:462
0,000000	2021-05-18T22:15:22:464
0,000000	2021-05-18T22:15:23:465
0,000000	2021-05-18T22:15:24:466
0,000000	2021-05-18T22:15:25:466
0,000000	2021-05-18T22:15:26:467
0,000000	2021-05-18T22:15:27:469
0,000000	2021-05-18T22:15:28:469
0,000000	2021-05-18T22:15:29:470
0,000000	2021-05-18T22:15:30:472
0,000000	2021-05-18T22:15:31:472
0,000000	2021-05-18T22:15:32:473
0,000000	2021-05-18T22:15:33:474
0,000000	2021-05-18T22:15:34:475
0,000000	2021-05-18T22:15:35:477
0,000000	2021-05-18T22:15:36:478
0,000000	2021-05-18T22:15:37:478
0,000000	2021-05-18T22:15:38:479
0,000000	2021-05-18T22:15:39:481
0,000000	2021-05-18T22:15:40:481
0,000000	2021-05-18T22:15:41:482
0,000000	2021-05-18T22:15:42:483
0,000000	2021-05-18T22:15:43:484
0,000000	2021-05-18T22:15:44:485
0,000000	2021-05-18T22:15:45:486
0,000000	2021-05-18T22:15:46:487
0,000000	2021-05-18T22:15:47:488
0,000000	2021-05-18T22:15:48:490
4,000000	2021-05-18T22:15:49:490
0,000000	2021-05-18T22:15:50:492
0,000000	2021-05-18T22:15:51:493
0,000000	2021-05-18T22:15:52:494
0,000000	2021-05-18T22:15:53:493
0,000000	2021-05-18T22:15:54:495
0,000000	2021-05-18T22:15:55:496
0,000000	2021-05-18T22:15:56:497
0,000000	2021-05-18T22:15:57:498
0,000000	2021-05-18T22:15:58:499
0,000000	2021-05-18T22:15:59:499
0,000000	2021-05-18T22:16:00:501
0,000000	2021-05-18T22:16:01:502
0,000000	2021-05-18T22:16:02:502
0,000000	2021-05-18T22:16:03:505
0,000000	2021-05-18T22:16:04:505
0,000000	2021-05-18T22:16:05:506
0,000000	2021-05-18T22:16:06:506
0,000000	2021-05-18T22:16:07:507
0,000000	2021-05-18T22:16:08:509
0,000000	2021-05-18T22:16:09:510
0,000000	2021-05-18T22:16:10:510
0,000000	2021-05-18T22:16:11:511
0,000000	2021-05-18T22:16:12:513
0,000000	2021-05-18T22:16:13:513
0,000000	2021-05-18T22:16:14:514
0,000000	2021-05-18T22:16:15:515
0,000000	2021-05-18T22:16:16:516
0,000000	2021-05-18T22:16:17:517
0,000000	2021-05-18T22:16:18:518
0,000000	2021-05-18T22:16:19:519
0,000000	2021-05-18T22:16:20:521
0,000000	2021-05-18T22:16:21:521
0,000000	2021-05-18T22:16:22:522
0,000000	2021-05-18T22:16:23:523
0,000000	2021-05-18T22:16:24:524
0,000000	2021-05-18T22:16:25:525
0,000000	2021-05-18T22:16:26:526
0,000000	2021-05-18T22:16:27:527
0,000000	2021-05-18T22:16:28:528
0,000000	2021-05-18T22:16:29:529
0,000000	2021-05-18T22:16:30:530
0,000000	2021-05-18T22:16:31:530
0,000000	2021-05-18T22:16:32:532
0,000000	2021-05-18T22:16:33:533
0,000000	2021-05-18T22:16:34:534
0,000000	2021-05-18T22:16:35:535
0,000000	2021-05-18T22:16:36:536
0,000000	2021-05-18T22:16:37:537
0,000000	2021-05-18T22:16:38:538
0,000000	2021-05-18T22:16:39:539
0,000000	2021-05-18T22:16:40:540
0,000000	2021-05-18T22:16:41:541
0,000000	2021-05-18T22:16:42:542
0,000000	2021-05-18T22:16:43:542
0,000000	2021-05-18T22:16:44:544
0,000000	2021-05-18T22:16:45:545
0,000000	2021-05-18T22:16:46:546
0,000000	2021-05-18T22:16:47:546
0,000000	2021-05-18T22:16:48:548
0,000000	2021-05-18T22:16:49:549
0,000000	2021-05-18T22:16:50:550
0,000000	2021-05-18T22:16:51:550
0,000000	2021-05-18T22:16:52:551
0,000000	2021-05-18T22:16:53:553
0,000000	2021-05-18T22:16:54:552
0,000000	2021-05-18T22:16:55:554
