light_intensity	ts
2825870,000000	2021-05-18T22:12:37:209
2826525,000000	2021-05-18T22:12:37:245
2827791,000000	2021-05-18T22:12:37:283
2829299,000000	2021-05-18T22:12:37:326
2830449,000000	2021-05-18T22:12:37:364
2833963,000000	2021-05-18T22:12:37:405
2834195,000000	2021-05-18T22:12:37:444
2835685,000000	2021-05-18T22:12:37:485
2839182,000000	2021-05-18T22:12:37:524
2837618,000000	2021-05-18T22:12:37:566
2836156,000000	2021-05-18T22:12:37:604
2831387,000000	2021-05-18T22:12:37:645
2828866,000000	2021-05-18T22:12:37:684
2827879,000000	2021-05-18T22:12:37:725
2828043,000000	2021-05-18T22:12:37:765
2826826,000000	2021-05-18T22:12:37:806
2828599,000000	2021-05-18T22:12:37:844
2826742,000000	2021-05-18T22:12:37:887
2828207,000000	2021-05-18T22:12:37:925
2827073,000000	2021-05-18T22:12:37:966
2827503,000000	2021-05-18T22:12:38:4
2829673,000000	2021-05-18T22:12:38:46
2830668,000000	2021-05-18T22:12:38:85
2830616,000000	2021-05-18T22:12:38:139
2831685,000000	2021-05-18T22:12:38:169
2832875,000000	2021-05-18T22:12:38:205
2835985,000000	2021-05-18T22:12:38:245
2836510,000000	2021-05-18T22:12:38:286
2837239,000000	2021-05-18T22:12:38:325
2832626,000000	2021-05-18T22:12:38:366
2829218,000000	2021-05-18T22:12:38:405
2826346,000000	2021-05-18T22:12:38:445
2824650,000000	2021-05-18T22:12:38:485
2825486,000000	2021-05-18T22:12:38:527
2825760,000000	2021-05-18T22:12:38:565
2823987,000000	2021-05-18T22:12:38:606
2823604,000000	2021-05-18T22:12:38:645
2823155,000000	2021-05-18T22:12:38:685
2824927,000000	2021-05-18T22:12:38:725
2823783,000000	2021-05-18T22:12:38:767
2824528,000000	2021-05-18T22:12:38:805
2826927,000000	2021-05-18T22:12:38:847
2826673,000000	2021-05-18T22:12:38:885
2829142,000000	2021-05-18T22:12:38:927
2829305,000000	2021-05-18T22:12:38:965
2830205,000000	2021-05-18T22:12:39:7
2830032,000000	2021-05-18T22:12:39:45
2826219,000000	2021-05-18T22:12:39:87
2821083,000000	2021-05-18T22:12:39:125
2818513,000000	2021-05-18T22:12:39:167
2816619,000000	2021-05-18T22:12:39:205
2815846,000000	2021-05-18T22:12:39:247
2817200,000000	2021-05-18T22:12:39:285
2815422,000000	2021-05-18T22:12:39:327
2814985,000000	2021-05-18T22:12:39:366
2816274,000000	2021-05-18T22:12:39:408
2814949,000000	2021-05-18T22:12:39:445
2815564,000000	2021-05-18T22:12:39:488
2817740,000000	2021-05-18T22:12:39:525
2817113,000000	2021-05-18T22:12:39:568
2819645,000000	2021-05-18T22:12:39:607
2819468,000000	2021-05-18T22:12:39:647
2822013,000000	2021-05-18T22:12:39:685
2821974,000000	2021-05-18T22:12:39:727
2821126,000000	2021-05-18T22:12:39:867
2816750,000000	2021-05-18T22:12:39:887
2812414,000000	2021-05-18T22:12:39:891
2809016,000000	2021-05-18T22:12:39:894
2806892,000000	2021-05-18T22:12:39:925
2806892,000000	2021-05-18T22:12:39:968
2805351,000000	2021-05-18T22:12:40:6
2805034,000000	2021-05-18T22:12:40:48
2804274,000000	2021-05-18T22:12:40:86
2803608,000000	2021-05-18T22:12:40:128
2804320,000000	2021-05-18T22:12:40:166
2804271,000000	2021-05-18T22:12:40:208
2804969,000000	2021-05-18T22:12:40:246
2805802,000000	2021-05-18T22:12:40:288
2807287,000000	2021-05-18T22:12:40:328
2807995,000000	2021-05-18T22:12:40:368
2809857,000000	2021-05-18T22:12:40:406
2810976,000000	2021-05-18T22:12:40:448
2812430,000000	2021-05-18T22:12:40:486
