light_level	ts
20,000000	2021-05-15T14:16:32:892
20,000000	2021-05-15T14:16:33:892
20,000000	2021-05-15T14:16:34:893
20,000000	2021-05-15T14:16:35:897
32,000000	2021-05-15T14:16:36:897
40,000000	2021-05-15T14:16:37:897
32,000000	2021-05-15T14:16:38:897
40,000000	2021-05-15T14:16:39:899
40,000000	2021-05-15T14:16:40:900
40,000000	2021-05-15T14:16:41:901
24,000000	2021-05-15T14:16:42:902
40,000000	2021-05-15T14:16:43:903
36,000000	2021-05-15T14:16:44:904
40,000000	2021-05-15T14:16:45:905
44,000000	2021-05-15T14:16:46:905
20,000000	2021-05-15T14:16:47:908
20,000000	2021-05-15T14:16:48:908
20,000000	2021-05-15T14:16:49:909
20,000000	2021-05-15T14:16:50:909
20,000000	2021-05-15T14:16:51:912
20,000000	2021-05-15T14:16:52:912
20,000000	2021-05-15T14:16:53:911
20,000000	2021-05-15T14:16:54:913
20,000000	2021-05-15T14:16:55:914
20,000000	2021-05-15T14:16:56:915
20,000000	2021-05-15T14:16:57:916
20,000000	2021-05-15T14:16:58:917
20,000000	2021-05-15T14:16:59:918
20,000000	2021-05-15T14:17:00:919
20,000000	2021-05-15T14:17:01:920
20,000000	2021-05-15T14:17:02:921
20,000000	2021-05-15T14:17:03:922
20,000000	2021-05-15T14:17:04:923
20,000000	2021-05-15T14:17:05:925
20,000000	2021-05-15T14:17:06:925
20,000000	2021-05-15T14:17:07:926
20,000000	2021-05-15T14:17:08:928
20,000000	2021-05-15T14:17:09:928
20,000000	2021-05-15T14:17:10:929
20,000000	2021-05-15T14:17:11:929
20,000000	2021-05-15T14:17:12:931
20,000000	2021-05-15T14:17:13:932
20,000000	2021-05-15T14:17:14:933
20,000000	2021-05-15T14:17:15:933
20,000000	2021-05-15T14:17:16:934
20,000000	2021-05-15T14:17:17:936
20,000000	2021-05-15T14:17:18:937
20,000000	2021-05-15T14:17:19:937
20,000000	2021-05-15T14:17:20:939
20,000000	2021-05-15T14:17:21:940
20,000000	2021-05-15T14:17:22:942
20,000000	2021-05-15T14:17:23:941
20,000000	2021-05-15T14:17:24:943
20,000000	2021-05-15T14:17:25:944
20,000000	2021-05-15T14:17:26:945
20,000000	2021-05-15T14:17:27:946
20,000000	2021-05-15T14:17:28:946
20,000000	2021-05-15T14:17:29:948
20,000000	2021-05-15T14:17:30:949
20,000000	2021-05-15T14:17:31:949
20,000000	2021-05-15T14:17:32:950
20,000000	2021-05-15T14:17:33:952
20,000000	2021-05-15T14:17:34:952
20,000000	2021-05-15T14:17:35:954
20,000000	2021-05-15T14:17:36:965
20,000000	2021-05-15T14:17:37:956
20,000000	2021-05-15T14:17:38:956
20,000000	2021-05-15T14:17:39:957
20,000000	2021-05-15T14:17:40:958
20,000000	2021-05-15T14:17:41:959
20,000000	2021-05-15T14:17:42:961
20,000000	2021-05-15T14:17:43:961
16,000000	2021-05-15T14:17:44:962
20,000000	2021-05-15T14:17:45:963
16,000000	2021-05-15T14:17:46:964
16,000000	2021-05-15T14:17:47:965
16,000000	2021-05-15T14:17:48:966
8,000000	2021-05-15T14:17:49:968
4,000000	2021-05-15T14:17:50:967
0,000000	2021-05-15T14:17:51:972
12,000000	2021-05-15T14:17:52:977
24,000000	2021-05-15T14:17:53:974
16,000000	2021-05-15T14:17:54:975
0,000000	2021-05-15T14:17:55:973
4,000000	2021-05-15T14:17:56:974
16,000000	2021-05-15T14:17:57:976
24,000000	2021-05-15T14:17:58:977
12,000000	2021-05-15T14:17:59:977
12,000000	2021-05-15T14:18:00:978
12,000000	2021-05-15T14:18:01:980
12,000000	2021-05-15T14:18:02:981
12,000000	2021-05-15T14:18:03:981
16,000000	2021-05-15T14:18:04:982
12,000000	2021-05-15T14:18:05:984
12,000000	2021-05-15T14:18:06:985
12,000000	2021-05-15T14:18:07:985
12,000000	2021-05-15T14:18:08:986
12,000000	2021-05-15T14:18:09:993
12,000000	2021-05-15T14:18:10:989
12,000000	2021-05-15T14:18:11:990
12,000000	2021-05-15T14:18:12:991
12,000000	2021-05-15T14:18:13:991
12,000000	2021-05-15T14:18:14:992
12,000000	2021-05-15T14:18:15:993
12,000000	2021-05-15T14:18:16:994
12,000000	2021-05-15T14:18:17:995
12,000000	2021-05-15T14:18:18:998
12,000000	2021-05-15T14:18:19:997
12,000000	2021-05-15T14:18:20:997
12,000000	2021-05-15T14:18:21:999
12,000000	2021-05-15T14:18:23:0
12,000000	2021-05-15T14:18:24:1
12,000000	2021-05-15T14:18:25:2
12,000000	2021-05-15T14:18:26:3
12,000000	2021-05-15T14:18:27:4
12,000000	2021-05-15T14:18:28:5
12,000000	2021-05-15T14:18:29:5
12,000000	2021-05-15T14:18:30:7
12,000000	2021-05-15T14:18:31:10
12,000000	2021-05-15T14:18:32:9
12,000000	2021-05-15T14:18:33:9
12,000000	2021-05-15T14:18:34:11
12,000000	2021-05-15T14:18:35:12
12,000000	2021-05-15T14:18:36:13
12,000000	2021-05-15T14:18:37:13
12,000000	2021-05-15T14:18:38:15
12,000000	2021-05-15T14:18:39:16
12,000000	2021-05-15T14:18:40:17
12,000000	2021-05-15T14:18:41:17
12,000000	2021-05-15T14:18:42:18
12,000000	2021-05-15T14:18:43:20
12,000000	2021-05-15T14:18:44:20
12,000000	2021-05-15T14:18:45:22
12,000000	2021-05-15T14:18:46:23
12,000000	2021-05-15T14:18:47:24
12,000000	2021-05-15T14:18:48:24
12,000000	2021-05-15T14:18:49:26
12,000000	2021-05-15T14:18:50:26
20,000000	2021-05-15T14:18:51:27
24,000000	2021-05-15T14:18:52:29
20,000000	2021-05-15T14:18:53:29
16,000000	2021-05-15T14:18:54:30
20,000000	2021-05-15T14:18:55:32
16,000000	2021-05-15T14:18:56:32
24,000000	2021-05-15T14:18:57:33
16,000000	2021-05-15T14:18:58:34
20,000000	2021-05-15T14:18:59:35
16,000000	2021-05-15T14:19:00:36
24,000000	2021-05-15T14:19:01:37
16,000000	2021-05-15T14:19:02:38
24,000000	2021-05-15T14:19:03:39
16,000000	2021-05-15T14:19:04:41
24,000000	2021-05-15T14:19:05:41
16,000000	2021-05-15T14:19:06:42
24,000000	2021-05-15T14:19:07:43
16,000000	2021-05-15T14:19:08:44
24,000000	2021-05-15T14:19:09:45
16,000000	2021-05-15T14:19:10:46
24,000000	2021-05-15T14:19:11:47
20,000000	2021-05-15T14:19:12:48
20,000000	2021-05-15T14:19:13:49
20,000000	2021-05-15T14:19:14:49
24,000000	2021-05-15T14:19:15:51
24,000000	2021-05-15T14:19:16:53
24,000000	2021-05-15T14:19:17:53
20,000000	2021-05-15T14:19:18:53
24,000000	2021-05-15T14:19:19:55
24,000000	2021-05-15T14:19:20:56
24,000000	2021-05-15T14:19:21:57
16,000000	2021-05-15T14:19:22:57
24,000000	2021-05-15T14:19:23:59
20,000000	2021-05-15T14:19:24:60
24,000000	2021-05-15T14:19:25:60
20,000000	2021-05-15T14:19:26:72
24,000000	2021-05-15T14:19:27:62
20,000000	2021-05-15T14:19:28:64
24,000000	2021-05-15T14:19:29:65
20,000000	2021-05-15T14:19:30:65
24,000000	2021-05-15T14:19:31:67
20,000000	2021-05-15T14:19:32:68
24,000000	2021-05-15T14:19:33:69
20,000000	2021-05-15T14:19:34:69
24,000000	2021-05-15T14:19:35:70
20,000000	2021-05-15T14:19:36:72
24,000000	2021-05-15T14:19:37:72
24,000000	2021-05-15T14:19:38:73
24,000000	2021-05-15T14:19:39:74
24,000000	2021-05-15T14:19:40:76
24,000000	2021-05-15T14:19:41:76
20,000000	2021-05-15T14:19:42:77
20,000000	2021-05-15T14:19:43:78
24,000000	2021-05-15T14:19:44:79
20,000000	2021-05-15T14:19:45:80
24,000000	2021-05-15T14:19:46:81
20,000000	2021-05-15T14:19:47:81
24,000000	2021-05-15T14:19:48:83
20,000000	2021-05-15T14:19:49:84
24,000000	2021-05-15T14:19:50:85
20,000000	2021-05-15T14:19:51:86
24,000000	2021-05-15T14:19:52:87
20,000000	2021-05-15T14:19:53:89
24,000000	2021-05-15T14:19:54:89
20,000000	2021-05-15T14:19:55:89
24,000000	2021-05-15T14:19:56:91
16,000000	2021-05-15T14:19:57:92
24,000000	2021-05-15T14:19:58:93
20,000000	2021-05-15T14:19:59:93
24,000000	2021-05-15T14:20:00:94
20,000000	2021-05-15T14:20:01:96
24,000000	2021-05-15T14:20:02:97
20,000000	2021-05-15T14:20:03:98
20,000000	2021-05-15T14:20:04:99
24,000000	2021-05-15T14:20:05:100
20,000000	2021-05-15T14:20:06:101
24,000000	2021-05-15T14:20:07:102
20,000000	2021-05-15T14:20:08:103
24,000000	2021-05-15T14:20:09:104
20,000000	2021-05-15T14:20:10:105
24,000000	2021-05-15T14:20:11:105
20,000000	2021-05-15T14:20:12:117
24,000000	2021-05-15T14:20:13:108
20,000000	2021-05-15T14:20:14:108
24,000000	2021-05-15T14:20:15:109
20,000000	2021-05-15T14:20:16:121
24,000000	2021-05-15T14:20:17:111
20,000000	2021-05-15T14:20:18:112
20,000000	2021-05-15T14:20:19:113
20,000000	2021-05-15T14:20:20:114
20,000000	2021-05-15T14:20:21:115
20,000000	2021-05-15T14:20:22:116
24,000000	2021-05-15T14:20:23:117
20,000000	2021-05-15T14:20:24:118
24,000000	2021-05-15T14:20:25:119
24,000000	2021-05-15T14:20:26:120
16,000000	2021-05-15T14:20:27:121
24,000000	2021-05-15T14:20:28:123
16,000000	2021-05-15T14:20:29:123
24,000000	2021-05-15T14:20:30:124
20,000000	2021-05-15T14:20:31:125
24,000000	2021-05-15T14:20:32:126
20,000000	2021-05-15T14:20:33:127
24,000000	2021-05-15T14:20:34:128
20,000000	2021-05-15T14:20:35:130
24,000000	2021-05-15T14:20:36:129
20,000000	2021-05-15T14:20:37:131
24,000000	2021-05-15T14:20:38:132
24,000000	2021-05-15T14:20:39:133
20,000000	2021-05-15T14:20:40:134
24,000000	2021-05-15T14:20:41:135
20,000000	2021-05-15T14:20:42:136
24,000000	2021-05-15T14:20:43:137
20,000000	2021-05-15T14:20:44:138
24,000000	2021-05-15T14:20:45:139
20,000000	2021-05-15T14:20:46:140
24,000000	2021-05-15T14:20:47:141
20,000000	2021-05-15T14:20:48:141
24,000000	2021-05-15T14:20:49:143
20,000000	2021-05-15T14:20:50:144
24,000000	2021-05-15T14:20:51:145
20,000000	2021-05-15T14:20:52:146
24,000000	2021-05-15T14:20:53:158
20,000000	2021-05-15T14:20:54:148
20,000000	2021-05-15T14:20:55:148
24,000000	2021-05-15T14:20:56:149
24,000000	2021-05-15T14:20:57:151
24,000000	2021-05-15T14:20:58:152
28,000000	2021-05-15T14:20:59:152
24,000000	2021-05-15T14:21:00:153
24,000000	2021-05-15T14:21:01:154
20,000000	2021-05-15T14:21:02:156
24,000000	2021-05-15T14:21:03:156
24,000000	2021-05-15T14:21:04:157
24,000000	2021-05-15T14:21:05:158
24,000000	2021-05-15T14:21:06:159
24,000000	2021-05-15T14:21:07:160
24,000000	2021-05-15T14:21:08:161
24,000000	2021-05-15T14:21:09:161
28,000000	2021-05-15T14:21:10:163
24,000000	2021-05-15T14:21:11:164
28,000000	2021-05-15T14:21:12:165
20,000000	2021-05-15T14:21:13:166
24,000000	2021-05-15T14:21:14:167
20,000000	2021-05-15T14:21:15:168
24,000000	2021-05-15T14:21:16:169
16,000000	2021-05-15T14:21:17:170
32,000000	2021-05-15T14:21:18:171
16,000000	2021-05-15T14:21:19:173
28,000000	2021-05-15T14:21:20:173
20,000000	2021-05-15T14:21:21:174
28,000000	2021-05-15T14:21:22:175
24,000000	2021-05-15T14:21:23:175
32,000000	2021-05-15T14:21:24:177
24,000000	2021-05-15T14:21:25:178
28,000000	2021-05-15T14:21:26:179
24,000000	2021-05-15T14:21:27:180
24,000000	2021-05-15T14:21:28:181
32,000000	2021-05-15T14:21:29:181
24,000000	2021-05-15T14:21:30:193
28,000000	2021-05-15T14:21:31:184
