x	y	z	ts
-9,300901	-2,615355	1,490728	2021-05-15T14:16:31:950
-9,360723	-2,519642	1,488336	2021-05-15T14:16:31:967
-9,348758	-2,555535	1,488336	2021-05-15T14:16:31:991
-9,315259	-2,620141	1,454836	2021-05-15T14:16:32:7
-9,286544	-2,620141	1,435694	2021-05-15T14:16:32:30
-9,243474	-2,624927	1,442872	2021-05-15T14:16:32:47
-9,355937	-2,541178	1,488336	2021-05-15T14:16:32:72
-9,363115	-2,646462	1,454836	2021-05-15T14:16:32:88
-9,348758	-2,522035	1,514657	2021-05-15T14:16:32:110
-9,260223	-2,627320	1,478764	2021-05-15T14:16:32:127
-9,296116	-2,577070	1,433301	2021-05-15T14:16:32:151
-9,284152	-2,536392	1,485943	2021-05-15T14:16:32:167
-9,262616	-2,562713	1,418944	2021-05-15T14:16:32:190
-9,346365	-2,526821	1,457229	2021-05-15T14:16:32:208
-9,305687	-2,608176	1,469193	2021-05-15T14:16:32:231
-9,348758	-2,586641	1,445265	2021-05-15T14:16:32:247
-9,406186	-2,653640	1,416551	2021-05-15T14:16:32:270
-9,425328	-2,610569	1,416551	2021-05-15T14:16:32:288
-9,346365	-2,589034	1,469193	2021-05-15T14:16:32:311
-9,391829	-2,639283	1,433301	2021-05-15T14:16:32:327
-9,241080	-2,510071	1,399801	2021-05-15T14:16:32:350
-9,245867	-2,533999	1,488336	2021-05-15T14:16:32:368
-9,310472	-2,486143	1,402194	2021-05-15T14:16:32:402
-9,396614	-2,462214	1,459622	2021-05-15T14:16:32:408
-9,396614	-2,584249	1,497907	2021-05-15T14:16:32:430
-9,293723	-2,600998	1,576870	2021-05-15T14:16:32:448
-9,166903	-2,577070	1,536192	2021-05-15T14:16:32:471
-9,260223	-2,675175	1,552942	2021-05-15T14:16:32:488
-9,348758	-2,648855	1,524228	2021-05-15T14:16:32:511
-9,418150	-2,658426	1,469193	2021-05-15T14:16:32:528
-9,420543	-2,689533	1,490728	2021-05-15T14:16:32:551
-9,296116	-2,763710	1,490728	2021-05-15T14:16:32:568
-9,312866	-2,699104	1,411765	2021-05-15T14:16:32:591
-9,214760	-2,632105	1,416551	2021-05-15T14:16:32:608
-9,243474	-2,555535	1,457229	2021-05-15T14:16:32:632
-9,257831	-2,524428	1,363909	2021-05-15T14:16:32:648
