light_intensity	ts
1222231,000000	2021-05-15T14:16:31:955
1223764,000000	2021-05-15T14:16:31:993
1224141,000000	2021-05-15T14:16:32:32
1224203,000000	2021-05-15T14:16:32:72
1224339,000000	2021-05-15T14:16:32:113
1225678,000000	2021-05-15T14:16:32:153
1225487,000000	2021-05-15T14:16:32:193
1223170,000000	2021-05-15T14:16:32:233
1220787,000000	2021-05-15T14:16:32:272
1219209,000000	2021-05-15T14:16:32:313
1219431,000000	2021-05-15T14:16:32:352
1221027,000000	2021-05-15T14:16:32:405
1222897,000000	2021-05-15T14:16:32:432
1223996,000000	2021-05-15T14:16:32:473
1224841,000000	2021-05-15T14:16:32:513
1224925,000000	2021-05-15T14:16:32:553
1224040,000000	2021-05-15T14:16:32:593
1224006,000000	2021-05-15T14:16:32:634
1222760,000000	2021-05-15T14:16:32:672
1220096,000000	2021-05-15T14:16:32:713
1218799,000000	2021-05-15T14:16:32:753
1219310,000000	2021-05-15T14:16:32:794
1219897,000000	2021-05-15T14:16:32:833
1221719,000000	2021-05-15T14:16:32:874
1222651,000000	2021-05-15T14:16:32:913
1223067,000000	2021-05-15T14:16:32:953
1224078,000000	2021-05-15T14:16:32:993
1223576,000000	2021-05-15T14:16:33:33
1224409,000000	2021-05-15T14:16:33:73
1224390,000000	2021-05-15T14:16:33:114
1223244,000000	2021-05-15T14:16:33:153
1220964,000000	2021-05-15T14:16:33:194
1219395,000000	2021-05-15T14:16:33:233
1220337,000000	2021-05-15T14:16:33:274
1222185,000000	2021-05-15T14:16:33:313
1223548,000000	2021-05-15T14:16:33:354
1224845,000000	2021-05-15T14:16:33:393
1224645,000000	2021-05-15T14:16:33:434
1223908,000000	2021-05-15T14:16:33:473
1224787,000000	2021-05-15T14:16:33:514
1224565,000000	2021-05-15T14:16:33:553
1222965,000000	2021-05-15T14:16:33:688
1221715,000000	2021-05-15T14:16:33:695
1221308,000000	2021-05-15T14:16:33:701
1221740,000000	2021-05-15T14:16:33:714
1223758,000000	2021-05-15T14:16:33:754
1225731,000000	2021-05-15T14:16:33:794
1226786,000000	2021-05-15T14:16:33:835
1227270,000000	2021-05-15T14:16:33:874
1228248,000000	2021-05-15T14:16:33:914
1229714,000000	2021-05-15T14:16:33:954
1229524,000000	2021-05-15T14:16:33:995
1227599,000000	2021-05-15T14:16:34:34
1225564,000000	2021-05-15T14:16:34:74
1224056,000000	2021-05-15T14:16:34:114
1225452,000000	2021-05-15T14:16:34:155
1227694,000000	2021-05-15T14:16:34:194
1229274,000000	2021-05-15T14:16:34:235
1230066,000000	2021-05-15T14:16:34:274
1230588,000000	2021-05-15T14:16:34:314
1232040,000000	2021-05-15T14:16:34:354
1231859,000000	2021-05-15T14:16:34:396
1231501,000000	2021-05-15T14:16:34:435
1229422,000000	2021-05-15T14:16:34:475
1227790,000000	2021-05-15T14:16:34:514
1227952,000000	2021-05-15T14:16:34:556
