x	y	z	ts
-9,328261	-2,612791	1,525530	2021-05-15T14:16:31:954
-9,329948	-2,607936	1,523519	2021-05-15T14:16:31:968
-9,331157	-2,604781	1,521519	2021-05-15T14:16:31:992
-9,331770	-2,604601	1,518061	2021-05-15T14:16:32:8
-9,332197	-2,605159	1,514471	2021-05-15T14:16:32:31
-9,332262	-2,606502	1,511759	2021-05-15T14:16:32:48
-9,334249	-2,600235	1,510282	2021-05-15T14:16:32:73
-9,334302	-2,600408	1,509661	2021-05-15T14:16:32:89
-9,335912	-2,594682	1,509558	2021-05-15T14:16:32:111
-9,335744	-2,595786	1,508698	2021-05-15T14:16:32:128
-9,336461	-2,594946	1,505699	2021-05-15T14:16:32:152
-9,337181	-2,592445	1,505545	2021-05-15T14:16:32:168
-9,337788	-2,592006	1,502536	2021-05-15T14:16:32:191
-9,338750	-2,589318	1,501188	2021-05-15T14:16:32:208
-9,338309	-2,591174	1,500725	2021-05-15T14:16:32:232
-9,338468	-2,591651	1,498917	2021-05-15T14:16:32:248
-9,338231	-2,594676	1,495155	2021-05-15T14:16:32:271
-9,338554	-2,595562	1,491593	2021-05-15T14:16:32:289
-9,337904	-2,597693	1,491951	2021-05-15T14:16:32:312
-9,336989	-2,602046	1,490091	2021-05-15T14:16:32:328
-9,337004	-2,602970	1,488384	2021-05-15T14:16:32:351
-9,336318	-2,604362	1,490249	2021-05-15T14:16:32:368
-9,337695	-2,601539	1,486549	2021-05-15T14:16:32:403
-9,340044	-2,594209	1,484603	2021-05-15T14:16:32:409
-9,341059	-2,591221	1,483434	2021-05-15T14:16:32:431
-9,340974	-2,589950	1,486186	2021-05-15T14:16:32:448
-9,340263	-2,590909	1,488977	2021-05-15T14:16:32:472
-9,338440	-2,595627	1,492193	2021-05-15T14:16:32:489
-9,337730	-2,597452	1,493458	2021-05-15T14:16:32:512
-9,337461	-2,599408	1,491738	2021-05-15T14:16:32:529
-9,336932	-2,601818	1,490849	2021-05-15T14:16:32:552
-9,334934	-2,608840	1,491087	2021-05-15T14:16:32:569
-9,333915	-2,614257	1,487979	2021-05-15T14:16:32:592
-9,332895	-2,618845	1,486302	2021-05-15T14:16:32:609
-9,332807	-2,618886	1,486791	2021-05-15T14:16:32:633
-9,334173	-2,616419	1,482547	2021-05-15T14:16:32:649
-9,336311	-2,609696	1,480934	2021-05-15T14:16:32:671
-9,337895	-2,606109	1,477261	2021-05-15T14:16:32:689
-9,338798	-2,606039	1,471666	2021-05-15T14:16:32:712
-9,340642	-2,601914	1,467252	2021-05-15T14:16:32:728
-9,340926	-2,602901	1,463689	2021-05-15T14:16:32:752
-9,342213	-2,601280	1,458354	2021-05-15T14:16:32:769
-9,344015	-2,596054	1,456112	2021-05-15T14:16:32:793
