x	y	z	ts
-0,210000	-0,560000	0,140000	2021-05-15T14:11:32:366
-0,280000	-0,560000	0,070000	2021-05-15T14:11:32:368
-0,210000	-0,560000	0,210000	2021-05-15T14:11:32:369
-0,280000	-0,560000	0,210000	2021-05-15T14:11:32:370
-0,280000	-0,630000	0,140000	2021-05-15T14:11:32:381
-0,210000	-0,560000	0,140000	2021-05-15T14:11:32:382
-0,280000	-0,560000	0,210000	2021-05-15T14:11:32:383
-0,210000	-0,560000	0,210000	2021-05-15T14:11:32:682
-0,280000	-0,560000	0,210000	2021-05-15T14:11:32:683
-0,280000	-0,560000	0,210000	2021-05-15T14:11:32:685
-0,280000	-0,560000	0,210000	2021-05-15T14:11:32:686
-0,280000	-0,560000	0,210000	2021-05-15T14:11:32:688
-0,280000	-0,560000	0,070000	2021-05-15T14:11:32:690
-0,210000	-0,560000	0,140000	2021-05-15T14:11:32:713
-0,280000	-0,560000	0,210000	2021-05-15T14:11:32:714
-0,280000	-0,560000	0,210000	2021-05-15T14:11:32:716
-0,210000	-0,560000	0,140000	2021-05-15T14:11:32:718
-0,210000	-0,560000	0,140000	2021-05-15T14:11:32:720
-0,280000	-0,630000	0,210000	2021-05-15T14:11:32:721
-0,210000	-0,560000	0,140000	2021-05-15T14:11:32:722
-0,210000	-0,560000	0,070000	2021-05-15T14:11:32:723
-0,210000	-0,560000	0,140000	2021-05-15T14:11:32:725
-0,210000	-0,560000	0,210000	2021-05-15T14:11:32:756
-0,280000	-0,560000	0,140000	2021-05-15T14:11:32:758
-0,210000	-0,560000	0,070000	2021-05-15T14:11:32:761
-0,210000	-0,630000	0,140000	2021-05-15T14:11:32:763
-0,280000	-0,560000	0,210000	2021-05-15T14:11:32:765
-0,280000	-0,560000	0,140000	2021-05-15T14:11:32:770
-0,280000	-0,560000	0,140000	2021-05-15T14:11:32:771
-0,210000	-0,560000	0,140000	2021-05-15T14:11:32:776
-0,210000	-0,560000	0,210000	2021-05-15T14:11:32:806
-0,210000	-0,560000	0,140000	2021-05-15T14:11:32:807
-0,280000	-0,560000	0,140000	2021-05-15T14:11:32:808
-0,210000	-0,560000	0,140000	2021-05-15T14:11:32:824
-0,280000	-0,560000	0,140000	2021-05-15T14:11:32:825
-0,210000	-0,560000	0,140000	2021-05-15T14:11:32:828
-0,210000	-0,560000	0,140000	2021-05-15T14:11:32:829
-0,210000	-0,560000	0,210000	2021-05-15T14:11:32:836
-0,210000	-0,560000	0,210000	2021-05-15T14:11:32:856
-0,210000	-0,560000	0,210000	2021-05-15T14:11:32:878
-0,280000	-0,560000	0,140000	2021-05-15T14:11:32:896
-0,280000	-0,560000	0,210000	2021-05-15T14:11:32:924
-0,210000	-0,560000	0,140000	2021-05-15T14:11:32:936
-0,280000	-0,560000	0,140000	2021-05-15T14:11:32:957
