v1	v2	v3	v4	ts
993,121765	168,941711	28,010000	993,109619	2021-05-15T14:26:32:478
993,121826	168,941711	28,010000	993,122070	2021-05-15T14:26:33:479
993,125183	168,912643	28,010000	993,155518	2021-05-15T14:26:34:480
993,127441	168,894150	28,000000	993,147705	2021-05-15T14:26:35:481
993,127136	168,896790	28,000000	993,124268	2021-05-15T14:26:36:482
993,127441	168,894150	27,990000	993,130371	2021-05-15T14:26:37:483
993,129089	168,878296	27,990000	993,143799	2021-05-15T14:26:38:484
993,131104	168,862442	27,980000	993,149414	2021-05-15T14:26:39:485
993,133301	168,843948	27,990000	993,153076	2021-05-15T14:26:40:486
993,134216	168,836014	27,980000	993,142578	2021-05-15T14:26:41:486
993,131470	168,859802	27,980000	993,106689	2021-05-15T14:26:42:488
993,128967	168,880936	27,969999	993,106689	2021-05-15T14:26:43:489
993,127014	168,896790	27,969999	993,109619	2021-05-15T14:26:44:490
993,127991	168,888870	27,959999	993,136719	2021-05-15T14:26:45:490
993,126526	168,899429	27,959999	993,113281	2021-05-15T14:26:46:493
993,122437	168,936432	27,959999	993,085449	2021-05-15T14:26:47:492
993,122131	168,939072	27,959999	993,119385	2021-05-15T14:26:48:494
993,121277	168,944351	27,939999	993,113525	2021-05-15T14:26:49:494
993,117798	168,973419	27,949999	993,086426	2021-05-15T14:26:50:496
993,118713	168,965485	27,939999	993,127441	2021-05-15T14:26:51:497
993,117004	168,981339	27,939999	993,101318	2021-05-15T14:26:52:497
993,118286	168,970779	27,930000	993,129639	2021-05-15T14:26:53:498
993,114685	168,999832	27,930000	993,081787	2021-05-15T14:26:54:500
993,114197	169,005127	27,930000	993,109619	2021-05-15T14:26:55:500
993,114990	168,997192	27,939999	993,122559	2021-05-15T14:26:56:502
993,117371	168,978699	27,930000	993,138672	2021-05-15T14:26:57:503
993,116760	168,983978	27,930000	993,111572	2021-05-15T14:26:58:504
993,114075	169,005127	27,930000	993,089844	2021-05-15T14:26:59:504
993,110535	169,036835	27,920000	993,078369	2021-05-15T14:27:00:506
993,111328	169,028900	27,920000	993,118896	2021-05-15T14:27:01:506
993,116821	168,983978	27,910000	993,166016	2021-05-15T14:27:02:508
993,117065	168,981339	27,910000	993,119385	2021-05-15T14:27:03:508
993,117249	168,978699	27,900000	993,118652	2021-05-15T14:27:04:509
993,119751	168,957565	27,900000	993,142334	2021-05-15T14:27:05:510
993,121094	168,946991	27,900000	993,133301	2021-05-15T14:27:06:512
993,121948	168,939072	27,889999	993,129395	2021-05-15T14:27:07:513
993,123108	168,931137	27,889999	993,133301	2021-05-15T14:27:08:514
993,125000	168,912643	27,889999	993,141846	2021-05-15T14:27:09:514
993,125916	168,904724	27,889999	993,134033	2021-05-15T14:27:10:515
993,126465	168,902069	27,889999	993,131348	2021-05-15T14:27:11:516
993,126221	168,902069	27,879999	993,124023	2021-05-15T14:27:12:518
993,131714	168,857162	27,889999	993,180908	2021-05-15T14:27:13:518
993,132324	168,851868	27,879999	993,137695	2021-05-15T14:27:14:519
993,131287	168,859802	27,869999	993,121582	2021-05-15T14:27:15:520
993,131714	168,857162	27,869999	993,135498	2021-05-15T14:27:16:521
993,136414	168,817520	27,869999	993,178711	2021-05-15T14:27:17:530
993,139282	168,793747	27,859999	993,164795	2021-05-15T14:27:18:523
993,137695	168,806946	27,859999	993,123291	2021-05-15T14:27:19:524
993,140930	168,777893	27,849998	993,169678	2021-05-15T14:27:20:525
993,145264	168,743546	27,849998	993,184082	2021-05-15T14:27:21:526
993,140198	168,785812	27,849998	993,094727	2021-05-15T14:27:22:528
993,140320	168,783173	27,849998	993,141113	2021-05-15T14:27:23:528
993,139893	168,788452	27,840000	993,135742	2021-05-15T14:27:24:528
993,136353	168,817520	27,840000	993,104736	2021-05-15T14:27:25:528
993,136597	168,814880	27,840000	993,138916	2021-05-15T14:27:26:530
993,130859	168,865082	27,830000	993,079102	2021-05-15T14:27:27:532
993,131042	168,862442	27,830000	993,132812	2021-05-15T14:27:28:533
993,131958	168,854507	27,830000	993,139893	2021-05-15T14:27:29:534
993,129150	168,878296	27,820000	993,103760	2021-05-15T14:27:30:535
993,129150	168,878296	27,820000	993,129150	2021-05-15T14:27:31:536
993,126221	168,902069	27,820000	993,099854	2021-05-15T14:27:32:537
993,124695	168,915283	27,820000	993,110596	2021-05-15T14:27:33:538
993,123474	168,925858	27,809999	993,112549	2021-05-15T14:27:34:540
993,120300	168,952271	27,809999	993,091553	2021-05-15T14:27:35:540
