v1	v2	v3	v4	ts
-10,000000	0,000000	379,000000	0,000000	2021-05-15T14:26:31:983
-10,000000	0,000000	379,000000	0,000000	2021-05-15T14:26:32:58
-10,000000	0,000000	414,000000	0,000000	2021-05-15T14:26:32:139
-10,000000	0,000000	414,000000	0,000000	2021-05-15T14:26:32:218
-10,000000	0,000000	414,000000	0,000000	2021-05-15T14:26:32:299
-10,000000	0,000000	414,000000	0,000000	2021-05-15T14:26:32:379
-10,000000	0,000000	414,000000	0,000000	2021-05-15T14:26:32:458
-10,000000	0,000000	414,000000	0,000000	2021-05-15T14:26:32:539
-10,000000	0,000000	392,000000	0,000000	2021-05-15T14:26:32:620
-10,000000	0,000000	392,000000	0,000000	2021-05-15T14:26:32:700
-10,000000	0,000000	392,000000	0,000000	2021-05-15T14:26:32:780
-10,000000	0,000000	392,000000	0,000000	2021-05-15T14:26:32:859
-10,000000	0,000000	392,000000	0,000000	2021-05-15T14:26:32:940
-10,000000	0,000000	413,000000	0,000000	2021-05-15T14:26:33:20
-10,000000	0,000000	413,000000	0,000000	2021-05-15T14:26:33:101
-10,000000	0,000000	413,000000	0,000000	2021-05-15T14:26:33:181
-10,000000	0,000000	413,000000	0,000000	2021-05-15T14:26:33:259
-10,000000	0,000000	373,000000	0,000000	2021-05-15T14:26:33:339
-10,000000	0,000000	373,000000	0,000000	2021-05-15T14:26:33:421
-10,000000	0,000000	373,000000	0,000000	2021-05-15T14:26:33:500
-10,000000	0,000000	373,000000	0,000000	2021-05-15T14:26:33:581
-10,000000	0,000000	373,000000	0,000000	2021-05-15T14:26:33:661
-10,000000	0,000000	412,000000	0,000000	2021-05-15T14:26:33:741
-10,000000	0,000000	412,000000	0,000000	2021-05-15T14:26:33:821
-10,000000	0,000000	412,000000	0,000000	2021-05-15T14:26:33:900
-10,000000	0,000000	412,000000	0,000000	2021-05-15T14:26:33:981
-10,000000	0,000000	412,000000	0,000000	2021-05-15T14:26:34:61
-10,000000	0,000000	412,000000	0,000000	2021-05-15T14:26:34:141
-10,000000	0,000000	385,000000	0,000000	2021-05-15T14:26:34:221
-10,000000	0,000000	385,000000	0,000000	2021-05-15T14:26:34:300
-10,000000	0,000000	385,000000	0,000000	2021-05-15T14:26:34:381
-10,000000	0,000000	385,000000	0,000000	2021-05-15T14:26:34:461
-10,000000	0,000000	414,000000	0,000000	2021-05-15T14:26:34:541
-10,000000	0,000000	414,000000	0,000000	2021-05-15T14:26:34:700
-10,000000	0,000000	414,000000	0,000000	2021-05-15T14:26:34:720
-10,000000	0,000000	414,000000	0,000000	2021-05-15T14:26:34:782
-10,000000	0,000000	414,000000	0,000000	2021-05-15T14:26:34:862
-10,000000	0,000000	382,000000	0,000000	2021-05-15T14:26:34:942
-10,000000	0,000000	382,000000	0,000000	2021-05-15T14:26:35:23
-10,000000	0,000000	382,000000	0,000000	2021-05-15T14:26:35:102
-10,000000	0,000000	382,000000	0,000000	2021-05-15T14:26:35:182
-10,000000	0,000000	382,000000	0,000000	2021-05-15T14:26:35:262
-10,000000	0,000000	382,000000	0,000000	2021-05-15T14:26:35:342
